customer_id,signup_date,country,age,gender,subscription_tier,monthly_fee
201,2022-01-04,France,64.0,M,Basic,10.98
202,2024-01-10,UK,40.0,F,Basic,11.98
203,2024-06-15,UK,56.0,F,Premium,30.7
204,2024-01-07,Australia,34.0,M,Premium,34.51
205,2022-09-27,Australia,51.0,M,Basic,14.84
206,2023-05-28,Australia,58.0,F,Basic,13.2
207,2024-02-20,Australia,46.0,M,Basic,10.76
208,2022-07-02,UK,26.0,F,Basic,11.33
209,2023-06-04,Mexico,30.0,M,Basic,10.31
210,2022-04-19,Mexico,23.0,Other,Premium,31.81
211,2024-06-10,Canada,23.0,M,Premium,34.87
212,2023-10-03,Italy,37.0,M,Enterprise,134.48
213,2022-11-02,Germany,69.0,M,Basic,11.01
214,2024-05-11,Australia,70.0,M,Basic,10.72
215,2023-10-17,France,20.0,M,Basic,13.27
216,2023-06-04,Germany,34.0,M,Premium,35.57
217,2023-09-16,Mexico,66.0,F,Basic,14.2
218,2022-07-23,USA,29.0,M,Enterprise,118.32
219,2022-06-06,USA,65.0,F,Premium,38.47
220,2023-01-18,France,64.0,M,Basic,12.88
221,2024-02-20,Canada,62.0,F,Basic,11.32
222,2022-06-15,Mexico,18.0,F,Premium,32.73
223,2023-07-07,France,34.0,M,Premium,33.89
224,2024-03-08,UK,20.0,M,Basic,12.29
225,2023-06-28,Brazil,43.0,M,Basic,10.4
226,2022-01-01,France,32.0,M,Basic,14.2
227,2023-09-06,USA,53.0,F,Premium,31.21
228,2022-11-28,Germany,49.0,F,Basic,12.41
229,2023-05-16,UK,49.0,F,Basic,11.9
230,2022-01-20,Spain,21.0,F,Basic,12.55
231,2022-04-25,Canada,35.0,Other,Enterprise,188.74
232,2023-01-07,France,66.0,F,Basic,14.94
233,2024-06-18,Mexico,36.0,F,Premium,30.19
234,2024-05-01,UK,60.0,F,Basic,11.96
235,2024-04-06,USA,69.0,M,Basic,14.08
236,2022-11-11,USA,52.0,Unknown,Basic,11.62
237,2022-09-03,Italy,57.0,F,Basic,13.24
238,2022-03-01,Australia,31.0,M,Premium,39.91
239,2022-09-04,Spain,50.0,M,Basic,13.22
240,2024-06-18,Canada,31.0,M,Basic,10.55
241,2023-08-04,UK,51.0,M,Basic,14.2
242,2022-03-22,Spain,21.0,F,Premium,39.66
243,2022-03-29,France,41.0,M,Basic,13.55
244,2024-01-20,UK,46.0,F,Basic,12.09
245,2023-05-13,USA,36.0,F,Basic,14.73
246,2024-04-15,Mexico,23.0,M,Enterprise,196.85
247,2022-03-12,USA,50.0,Unknown,Basic,14.67
248,2024-02-18,Italy,66.0,F,Premium,34.11
249,2023-06-30,UK,57.0,M,Basic,13.94
250,2024-02-24,Australia,36.0,M,Basic,13.26
251,2022-05-09,Mexico,70.0,M,Basic,10.89
252,2022-05-12,Germany,18.0,F,Basic,12.67
253,2023-11-07,USA,22.0,F,Premium,37.47
254,2023-05-02,USA,44.0,M,Basic,14.47
255,2023-07-17,USA,33.0,M,Basic,14.3
256,2022-06-19,UK,23.0,M,Premium,31.54
257,2022-09-29,USA,57.0,F,Basic,12.43
258,2023-06-25,Spain,30.0,M,Basic,12.38
259,2024-06-12,USA,65.0,F,Premium,38.98
260,2023-09-14,Canada,52.0,M,Basic,10.0
261,2023-03-10,USA,36.0,F,Premium,37.38
262,2022-08-05,USA,43.5,F,Basic,13.08
263,2023-07-07,USA,33.0,F,Basic,14.6
264,2024-02-13,Australia,60.0,M,Basic,12.27
265,2024-01-18,UK,27.0,F,Premium,36.57
266,2023-12-08,Germany,42.0,M,Basic,14.85
267,2022-07-25,UK,37.0,M,Basic,13.71
268,2024-01-01,USA,48.0,F,Premium,30.66
269,2022-11-16,USA,21.0,F,Basic,10.83
270,2023-02-13,USA,61.0,F,Premium,38.2
271,2023-11-19,Mexico,40.0,M,Basic,11.66
272,2023-10-28,USA,19.0,F,Basic,13.52
273,2023-01-18,UK,39.0,F,Basic,13.49
274,2023-03-25,Australia,68.0,F,Basic,14.96
275,2023-06-14,Italy,54.0,F,Premium,34.69
276,2023-04-08,UK,25.0,F,Premium,37.37
277,2022-05-04,Germany,24.0,M,Premium,30.48
278,2022-09-11,UK,31.0,Unknown,Premium,34.62
279,2022-08-19,Germany,20.0,F,Basic,10.92
280,2022-03-07,Canada,67.0,Other,Enterprise,184.05
281,2022-12-13,Spain,33.0,M,Enterprise,183.98
282,2022-01-22,Canada,36.0,M,Basic,11.17
283,2023-08-26,USA,43.5,M,Basic,11.58
284,2023-07-22,UK,35.0,F,Premium,37.01
285,2022-08-24,Spain,69.0,F,Basic,13.68
286,2023-08-26,UK,33.0,M,Premium,36.57
287,2022-08-14,UK,25.0,F,Basic,14.97
288,2022-01-08,USA,50.0,Unknown,Basic,14.33
289,2022-03-14,UK,66.0,F,Basic,12.08
290,2023-12-26,UK,29.0,M,Basic,11.62
291,2023-10-09,Canada,70.0,F,Basic,12.97
292,2022-03-02,USA,28.0,M,Basic,14.08
293,2022-08-23,France,22.0,F,Basic,12.37
294,2022-03-11,Australia,44.0,M,Premium,37.37
295,2022-02-02,Canada,29.0,M,Basic,10.09
296,2024-05-30,UK,34.0,F,Premium,39.25
297,2022-12-05,Brazil,23.0,M,Basic,13.86
298,2022-03-14,USA,50.0,M,Premium,33.93
299,2023-06-11,UK,22.0,Unknown,Enterprise,138.39
300,2022-09-01,Australia,45.0,F,Basic,10.5
301,2022-10-13,Canada,43.5,F,Enterprise,181.61
302,2023-11-17,UK,22.0,M,Basic,13.83
303,2023-05-13,USA,50.0,M,Basic,13.14
304,2022-08-08,Italy,67.0,M,Premium,31.0
305,2023-07-07,USA,65.0,M,Basic,11.3
306,2022-05-16,USA,58.0,F,Basic,12.28
307,2024-01-11,UK,36.0,M,Basic,11.32
308,2024-06-22,Germany,39.0,M,Premium,34.33
309,2023-08-08,UK,22.0,M,Premium,32.25
310,2023-08-14,France,19.0,M,Basic,11.74
311,2023-04-30,USA,47.0,F,Enterprise,165.22
312,2022-09-06,Spain,64.0,F,Premium,38.91
313,2024-03-14,Germany,56.0,M,Enterprise,138.49
314,2023-04-30,USA,21.0,M,Basic,13.45
315,2024-04-06,Spain,50.0,M,Premium,31.34
316,2023-02-21,USA,30.0,F,Premium,35.4
317,2022-07-14,Canada,37.0,F,Basic,14.6
318,2022-04-07,Australia,24.0,M,Enterprise,102.78
319,2022-04-10,France,32.0,F,Basic,11.33
320,2023-11-06,France,40.0,F,Basic,10.65
321,2023-03-18,USA,31.0,F,Enterprise,153.3
322,2022-12-29,Germany,40.0,F,Enterprise,167.95
323,2023-03-10,Mexico,36.0,M,Basic,10.28
324,2023-02-25,Italy,46.0,Unknown,Basic,10.34
325,2023-04-24,USA,37.0,M,Premium,38.69
326,2024-06-03,Germany,46.0,F,Enterprise,145.61
327,2024-01-17,Australia,41.0,Other,Premium,34.62
328,2022-02-25,Italy,35.0,M,Premium,39.44
329,2023-11-21,France,27.0,M,Premium,33.19
330,2023-11-01,UK,58.0,M,Basic,14.48
331,2023-10-24,Australia,25.0,M,Enterprise,197.42
332,2022-04-11,USA,43.0,M,Basic,11.2
333,2022-03-04,USA,46.0,F,Premium,35.13
334,2023-02-17,USA,27.0,M,Basic,12.66
335,2024-01-16,Mexico,34.0,M,Basic,14.32
336,2022-12-14,Australia,19.0,F,Premium,33.03
337,2024-03-30,UK,43.5,M,Enterprise,179.79
338,2024-06-01,UK,22.0,M,Premium,39.7
339,2022-04-22,Canada,45.0,M,Premium,38.39
340,2022-09-12,Germany,58.0,F,Basic,14.54
341,2022-07-16,France,22.0,F,Premium,37.07
342,2022-07-14,France,35.0,M,Basic,14.51
343,2023-07-04,USA,43.0,F,Basic,10.81
344,2023-04-05,USA,37.0,M,Basic,13.55
345,2022-05-24,USA,58.0,F,Premium,37.31
346,2023-03-09,UK,66.0,F,Enterprise,143.91
347,2022-07-07,Spain,44.0,F,Premium,30.79
348,2022-10-13,UK,66.0,Unknown,Basic,13.1
349,2023-04-19,Spain,29.0,Other,Basic,10.25
350,2022-09-13,USA,24.0,Other,Basic,11.9
351,2024-06-14,Spain,20.0,F,Basic,11.96
352,2022-03-19,UK,27.0,F,Basic,14.98
353,2023-03-30,Canada,51.0,M,Premium,32.99
354,2024-04-07,USA,43.5,M,Enterprise,182.04
355,2024-06-01,Spain,52.0,M,Basic,10.26
356,2024-05-26,UK,33.0,M,Basic,12.64
357,2023-07-18,UK,19.0,F,Premium,35.36
358,2022-04-11,Spain,41.0,F,Premium,36.28
359,2022-02-21,UK,27.0,F,Premium,38.09
360,2023-10-30,Mexico,55.0,M,Basic,13.8
361,2023-07-08,USA,39.0,M,Basic,13.8
362,2024-05-06,Mexico,43.0,F,Enterprise,143.22
363,2022-01-16,France,60.0,M,Basic,13.63
364,2022-04-06,USA,56.0,M,Premium,34.9
365,2024-02-11,France,44.0,Other,Basic,10.32
366,2024-05-19,Brazil,46.0,F,Basic,14.44
367,2022-08-31,USA,64.0,M,Premium,38.89
368,2022-06-20,Mexico,55.0,F,Basic,11.6
369,2023-02-21,USA,37.0,F,Premium,39.13
370,2023-05-13,USA,44.0,F,Basic,13.78
371,2023-05-08,UK,58.0,F,Enterprise,140.07
372,2022-08-07,USA,37.0,M,Basic,11.65
373,2024-06-04,Brazil,61.0,F,Basic,14.87
374,2023-02-15,France,36.0,M,Basic,13.55
375,2022-03-02,UK,37.0,M,Premium,33.78
376,2022-06-18,USA,52.0,F,Premium,36.41
377,2023-01-24,UK,64.0,F,Basic,12.85
378,2022-01-03,USA,19.0,F,Basic,12.61
379,2023-02-04,Mexico,47.0,Unknown,Premium,36.44
380,2022-09-29,UK,43.5,F,Premium,35.37
381,2024-03-13,UK,51.0,F,Premium,36.54
382,2024-03-14,Spain,39.0,F,Premium,39.07
383,2023-04-11,Spain,20.0,Unknown,Basic,14.96
384,2022-10-20,Germany,23.0,M,Basic,13.54
385,2023-03-10,USA,32.0,M,Basic,14.63
386,2023-12-15,USA,43.5,M,Enterprise,185.83
387,2024-01-19,USA,27.0,F,Basic,11.47
388,2024-03-13,Australia,26.0,F,Basic,14.65
389,2023-07-24,Canada,50.0,Other,Enterprise,107.07
390,2023-11-09,USA,49.0,F,Basic,11.64
391,2024-01-06,UK,65.0,F,Premium,36.39
392,2023-05-14,Germany,23.0,M,Premium,35.26
393,2022-06-08,UK,58.0,M,Enterprise,154.23
394,2022-07-14,Mexico,53.0,M,Basic,13.96
395,2022-10-31,Mexico,19.0,F,Basic,10.96
396,2022-08-11,UK,46.0,M,Enterprise,198.2
397,2022-03-01,UK,21.0,F,Basic,12.18
398,2023-08-17,Brazil,18.0,Unknown,Basic,14.74
399,2024-01-24,USA,36.0,M,Premium,33.82
400,2023-07-10,UK,43.5,M,Basic,13.0
401,2022-03-04,Spain,42.0,F,Enterprise,145.02
402,2024-02-05,Canada,27.0,M,Premium,36.75
403,2022-11-18,Canada,70.0,F,Basic,10.91
404,2022-02-28,USA,32.0,F,Basic,11.99
405,2022-02-21,UK,39.0,F,Basic,10.33
406,2023-08-22,Mexico,68.0,F,Basic,12.98
407,2023-05-04,USA,65.0,F,Premium,39.62
408,2023-05-30,Australia,38.0,Other,Basic,10.22
409,2024-05-23,USA,39.0,M,Basic,13.29
410,2023-06-28,UK,53.0,F,Enterprise,177.5
411,2022-06-11,Australia,43.5,M,Basic,11.06
412,2022-02-28,Brazil,47.0,M,Basic,11.36
413,2023-06-05,USA,42.0,M,Enterprise,120.15
414,2022-03-24,UK,43.5,F,Basic,11.48
415,2024-05-21,USA,45.0,M,Enterprise,111.0
416,2022-07-10,USA,18.0,M,Premium,33.69
417,2022-03-12,USA,66.0,Other,Premium,33.68
418,2023-09-02,Australia,62.0,Unknown,Premium,38.06
419,2022-03-11,Australia,21.0,F,Basic,13.99
420,2023-11-23,Mexico,24.0,F,Premium,37.96
421,2024-06-01,Brazil,66.0,Other,Premium,35.66
422,2022-08-29,Mexico,26.0,F,Basic,11.62
423,2023-02-18,UK,53.0,M,Basic,12.04
424,2022-05-03,UK,36.0,F,Premium,33.17
425,2024-06-30,USA,18.0,F,Basic,12.9
426,2023-08-07,Australia,27.0,M,Premium,39.37
427,2022-09-10,France,53.0,Unknown,Premium,32.83
428,2023-08-16,UK,26.0,M,Basic,12.28
429,2023-09-01,Spain,62.0,F,Basic,13.27
430,2022-02-10,Brazil,63.0,M,Basic,14.21
431,2023-09-27,USA,59.0,Other,Basic,11.26
432,2022-03-25,Mexico,49.0,F,Basic,11.39
433,2023-03-06,UK,49.0,F,Premium,38.84
434,2023-11-05,USA,23.0,F,Premium,30.79
435,2023-08-21,Australia,65.0,M,Premium,36.04
436,2023-08-02,USA,55.0,M,Premium,38.59
437,2023-06-20,UK,43.5,M,Basic,14.6
438,2022-11-20,Brazil,27.0,F,Premium,30.12
439,2022-09-25,UK,67.0,M,Basic,11.84
440,2022-07-29,Germany,44.0,M,Basic,11.28
441,2023-11-17,USA,67.0,M,Basic,12.83
442,2024-01-04,USA,52.0,F,Basic,13.15
443,2022-11-18,USA,69.0,Unknown,Basic,14.99
444,2022-09-02,France,38.0,F,Basic,12.55
445,2022-09-29,Italy,42.0,M,Basic,12.75
446,2023-02-10,UK,45.0,F,Enterprise,141.42
447,2022-05-15,Italy,64.0,M,Basic,10.73
448,2023-11-19,USA,32.0,F,Premium,33.02
449,2023-10-23,Spain,21.0,F,Basic,11.22
450,2022-11-04,Mexico,46.0,M,Basic,14.0
451,2023-04-14,Spain,43.5,F,Basic,12.72
452,2022-11-20,USA,44.0,F,Basic,11.47
453,2024-02-09,UK,43.0,F,Premium,34.88
454,2022-03-16,Germany,36.0,F,Basic,11.08
455,2022-01-10,USA,45.0,M,Basic,10.92
456,2023-04-15,Canada,34.0,F,Basic,14.29
457,2023-09-29,Italy,60.0,Other,Basic,14.71
458,2023-07-31,USA,58.0,F,Premium,30.79
459,2022-04-13,Italy,59.0,F,Basic,13.81
460,2022-03-17,USA,67.0,M,Basic,12.26
461,2023-07-05,Spain,37.0,F,Basic,11.93
462,2022-08-07,USA,62.0,F,Basic,13.44
463,2023-06-03,France,57.0,M,Basic,11.32
464,2022-09-29,Canada,56.0,F,Basic,10.09
465,2022-05-16,UK,66.0,F,Basic,11.06
466,2022-12-24,Germany,70.0,M,Premium,31.84
467,2024-06-21,Brazil,40.0,M,Premium,30.33
468,2022-03-12,Italy,64.0,F,Basic,11.6
469,2024-06-19,Germany,49.0,M,Basic,12.36
470,2022-09-08,Italy,69.0,M,Basic,13.67
471,2023-01-14,USA,43.5,M,Premium,33.25
472,2022-10-19,USA,50.0,M,Basic,10.96
473,2022-06-11,France,63.0,F,Enterprise,123.05
474,2023-03-25,Spain,22.0,M,Basic,14.45
475,2024-05-03,Brazil,60.0,F,Basic,11.01
476,2023-07-11,Australia,65.0,F,Premium,38.78
477,2023-12-22,Italy,51.0,F,Basic,12.23
478,2022-11-06,Germany,57.0,M,Basic,14.66
479,2023-09-19,France,28.0,F,Basic,12.03
480,2024-04-06,UK,67.0,M,Basic,10.88
481,2023-11-01,Brazil,20.0,M,Premium,35.48
482,2023-06-26,UK,50.0,F,Premium,35.87
483,2022-01-09,USA,28.0,F,Basic,13.17
484,2023-11-15,Spain,33.0,F,Basic,12.05
485,2024-04-16,Mexico,35.0,Other,Basic,10.23
486,2023-07-22,Mexico,47.0,Unknown,Premium,36.26
487,2022-11-03,Australia,65.0,F,Basic,14.66
488,2023-11-11,USA,43.5,F,Basic,14.78
489,2022-04-17,Germany,35.0,M,Basic,12.97
490,2024-06-18,Australia,55.0,M,Basic,10.09
491,2022-05-18,USA,36.0,F,Premium,31.05
492,2022-09-28,USA,53.0,F,Premium,38.33
493,2022-04-29,Germany,30.0,M,Basic,14.14
494,2024-06-30,UK,63.0,M,Premium,39.45
495,2022-04-20,USA,20.0,M,Basic,12.81
496,2024-01-31,France,27.0,F,Basic,14.31
497,2023-07-21,Italy,55.0,F,Basic,14.11
498,2022-06-09,Mexico,18.0,F,Basic,12.94
499,2022-10-06,Brazil,44.0,F,Premium,37.83
500,2022-10-16,UK,63.0,F,Enterprise,112.56
501,2023-09-12,Italy,25.0,M,Basic,13.19
502,2022-08-04,Italy,68.0,M,Basic,14.76
503,2024-01-05,UK,63.0,M,Basic,10.8
504,2022-12-18,USA,59.0,F,Premium,37.43
505,2022-07-28,UK,34.0,Unknown,Premium,33.2
506,2023-12-05,Italy,26.0,F,Basic,14.08
507,2023-10-12,UK,43.5,F,Premium,36.96
508,2024-05-23,UK,60.0,M,Premium,39.25
509,2022-09-28,Canada,42.0,F,Basic,13.55
510,2023-06-02,Australia,56.0,F,Basic,12.04
511,2023-05-16,UK,66.0,M,Premium,30.1
512,2022-09-15,USA,45.0,M,Basic,13.95
513,2024-05-16,Spain,50.0,F,Basic,12.03
514,2022-02-22,UK,54.0,M,Basic,13.34
515,2022-04-05,Australia,26.0,M,Basic,10.52
516,2023-10-12,Australia,35.0,F,Premium,38.9
517,2023-03-10,Australia,38.0,F,Basic,12.17
