ticket_id,customer_id,created_date,resolved_date,category,priority,satisfaction_score,resolution_time_hours
142,1765,2024-03-12,2024-03-12 12:00:03,Billing,Medium,0.0,12.000833333333333
143,1505,2024-01-31,,Technical,Medium,0.0,
144,1505,2024-06-04,2024-06-04 12:53:30,Technical,Low,5.0,12.891666666666667
145,1505,2024-04-01,2024-04-01 07:03:56,Billing,High,5.0,7.065555555555555
146,1505,2024-09-05,2024-09-05 07:40:33,General,Medium,0.0,7.675833333333333
147,1505,2024-08-07,,Technical,Medium,0.0,
148,4808,2024-01-13,2024-01-14 22:31:50,Technical,Medium,3.0,46.53055555555556
149,4808,2024-12-21,2024-12-22 08:00:55,Technical,Low,0.0,32.015277777777776
150,4808,2024-04-23,2024-04-23 10:27:46,Billing,Low,3.0,10.462777777777777
151,1771,2024-05-16,2024-05-16 15:26:24,Technical,Low,5.0,15.44
152,1771,2024-02-29,2024-02-29 20:27:49,Technical,Medium,3.0,20.46361111111111
153,3792,2024-08-23,2024-08-24 20:53:25,Technical,Low,0.0,44.890277777777776
154,3792,2024-07-25,2024-07-25 05:21:11,Billing,Low,4.0,5.353055555555556
155,3183,2024-03-19,2024-03-19 10:25:44,Billing,Low,0.0,10.428888888888888
156,3183,2024-08-13,2024-08-13 12:20:55,Technical,Low,5.0,12.348611111111111
157,3183,2024-06-16,2024-06-16 12:47:08,Technical,Low,0.0,12.785555555555556
158,3183,2024-11-06,2024-11-06 02:33:46,General,High,2.0,2.562777777777778
159,1598,2024-04-10,2024-04-11 19:58:06,Technical,Low,0.0,43.968333333333334
160,1598,2024-07-13,2024-07-13 16:57:00,Billing,Low,0.0,16.95
161,3974,2024-02-15,,Billing,Low,0.0,
162,3974,2024-01-30,2024-01-31 12:04:58,Technical,High,2.0,36.08277777777778
163,4115,2024-01-07,2024-01-07 12:12:19,Technical,Low,5.0,12.205277777777777
164,2629,2024-07-11,,Technical,Low,0.0,
165,2629,2024-01-09,2024-01-10 02:14:49,Technical,Low,0.0,26.246944444444445
166,3020,2024-05-20,2024-05-20 11:51:57,Billing,Low,0.0,11.865833333333333
167,3020,2024-08-03,2024-08-03 03:04:10,General,Medium,0.0,3.0694444444444446
168,3020,2024-05-17,2024-05-17 04:50:10,Billing,Low,5.0,4.836111111111111
169,3020,2024-12-24,2024-12-24 10:27:11,Technical,Medium,0.0,10.453055555555556
170,1788,2024-01-07,,Billing,Medium,0.0,
171,1788,2024-05-05,2024-05-05 17:18:25,Billing,Low,0.0,17.306944444444444
172,1788,2024-03-01,2024-03-01 23:46:37,Technical,Low,4.0,23.776944444444446
173,1788,2024-01-23,,Billing,High,0.0,
174,4537,2024-02-05,2024-02-05 08:32:16,General,Low,0.0,8.537777777777778
175,4537,2024-12-08,2024-12-08 11:48:23,Technical,Medium,5.0,11.80638888888889
176,3587,2024-12-01,2024-12-02 02:53:08,Technical,Low,0.0,26.885555555555555
177,2627,2024-03-31,2024-03-31 20:15:30,Billing,Medium,4.0,20.258333333333333
178,2627,2024-04-01,2024-04-02 04:14:07,Billing,Low,5.0,28.235277777777778
179,2627,2024-12-04,,General,High,0.0,
180,168,2024-09-18,2024-09-18 04:30:37,Technical,Medium,0.0,4.510277777777778
181,168,2024-10-25,2024-10-25 15:34:34,Technical,Medium,5.0,15.57611111111111
182,168,2024-07-24,2024-07-24 07:54:45,Billing,Low,4.0,7.9125
183,2127,2024-08-10,2024-08-10 12:43:58,Technical,Low,2.0,12.732777777777779
184,2127,2024-11-12,2024-11-12 04:30:27,Technical,High,0.0,4.5075
185,3250,2024-12-08,,Technical,Low,0.0,
186,4753,2024-10-16,2024-10-16 19:25:33,Technical,Low,3.0,19.425833333333333
187,4753,2024-07-06,2024-07-06 11:30:20,General,Medium,3.0,11.505555555555556
188,4753,2024-08-11,2024-08-11 04:54:06,Billing,Medium,0.0,4.901666666666666
189,4566,2024-11-04,2024-11-04 20:17:06,General,Low,4.0,20.285
190,1841,2024-05-01,2024-05-02 02:40:04,Billing,Low,0.0,26.66777777777778
191,3707,2024-12-14,2024-12-14 19:04:21,General,High,0.0,19.0725
192,1653,2024-08-31,,Technical,Medium,0.0,
193,2997,2024-05-07,2024-05-07 04:48:35,Billing,Low,5.0,4.809722222222222
194,2997,2024-01-05,2024-01-05 08:04:50,Billing,Medium,0.0,8.080555555555556
195,1657,2024-06-22,2024-06-23 18:30:39,Technical,Medium,4.0,42.51083333333333
196,1657,2024-11-10,2024-11-10 10:28:18,General,Low,5.0,10.471666666666666
197,2171,2024-12-10,2024-12-10 01:12:37,Technical,Low,0.0,1.2102777777777778
198,2171,2024-11-03,2024-11-03 03:44:02,General,Medium,3.0,3.733888888888889
199,83,2024-12-17,2024-12-18 00:32:03,Technical,Low,5.0,24.534166666666668
200,2429,2024-02-28,2024-02-28 06:05:29,General,High,0.0,6.091388888888889
201,2429,2024-07-26,,General,Low,0.0,
202,2429,2024-05-03,2024-05-03 12:30:56,General,Low,4.0,12.515555555555556
203,2429,2024-03-14,2024-03-14 10:10:04,Technical,Low,0.0,10.167777777777777
204,4419,2024-03-13,2024-03-13 20:56:48,Technical,Medium,2.0,20.946666666666665
205,4419,2024-04-10,2024-04-10 22:12:54,Technical,Medium,2.0,22.215
206,4419,2024-06-08,,General,Medium,0.0,
207,4419,2024-09-28,2024-09-28 18:52:19,Technical,Low,5.0,18.871944444444445
208,2751,2024-08-06,2024-08-06 20:56:42,Billing,Low,0.0,20.945
209,2751,2024-06-13,2024-06-13 06:14:05,Technical,Low,0.0,6.2347222222222225
210,2751,2024-08-26,,Technical,Medium,0.0,
211,2751,2024-02-15,2024-02-16 05:48:28,Technical,Low,4.0,29.807777777777776
212,2751,2024-03-26,2024-03-26 20:11:27,Billing,High,4.0,20.190833333333334
213,1128,2024-03-08,2024-03-09 00:04:14,Billing,Low,0.0,24.070555555555554
214,1128,2024-07-26,2024-07-27 06:55:13,Technical,Low,0.0,30.920277777777777
215,4651,2024-08-04,2024-08-04 09:44:51,Technical,Low,0.0,9.7475
216,4651,2024-08-18,2024-08-18 16:15:02,Technical,Low,0.0,16.250555555555554
217,4651,2024-04-26,2024-04-27 16:37:34,Technical,Medium,0.0,40.62611111111111
218,3564,2024-08-10,2024-08-10 06:45:59,Technical,Low,5.0,6.766388888888889
219,3564,2024-11-07,2024-11-07 15:05:40,Billing,Medium,0.0,15.094444444444445
220,3564,2024-01-06,,Technical,Low,0.0,
221,2208,2024-03-24,2024-03-24 03:18:58,Technical,Low,5.0,3.3161111111111112
222,2208,2024-02-10,2024-02-10 20:39:12,Technical,Medium,0.0,20.653333333333332
223,2208,2024-03-30,2024-03-30 11:28:01,Technical,Low,4.0,11.466944444444444
224,2208,2024-03-09,2024-03-09 23:02:43,Technical,Low,2.0,23.045277777777777
225,2208,2024-12-10,2024-12-10 21:46:49,Technical,Medium,3.0,21.780277777777776
226,3920,2024-11-30,2024-11-30 15:42:57,Technical,High,3.0,15.715833333333334
227,2076,2024-06-16,2024-06-16 17:41:19,General,Medium,4.0,17.68861111111111
228,2076,2024-09-13,,Technical,Low,0.0,
229,3399,2024-11-10,2024-11-10 20:22:03,Billing,Medium,0.0,20.3675
230,3399,2024-12-08,2024-12-08 06:36:52,Billing,High,3.0,6.614444444444445
231,3399,2024-05-30,2024-05-30 22:30:14,Technical,Low,0.0,22.503888888888888
232,4868,2024-05-16,2024-05-16 10:53:01,Billing,Medium,1.0,10.883611111111112
233,2960,2024-07-19,2024-07-19 14:32:22,Technical,Low,4.0,14.539444444444445
234,2960,2024-10-23,2024-10-24 11:38:47,Billing,Medium,3.0,35.646388888888886
235,2960,2024-09-30,2024-09-30 16:46:30,Billing,Low,4.0,16.775
236,1736,2024-11-19,,Technical,Medium,0.0,
237,1736,2024-09-27,2024-09-27 13:37:25,Technical,Low,0.0,13.623611111111112
238,2760,2024-10-13,2024-10-13 13:36:20,General,Low,0.0,13.605555555555556
239,4186,2024-08-21,2024-08-21 07:00:33,Technical,Low,2.0,7.009166666666666
240,4062,2024-10-29,2024-10-29 15:26:03,Technical,High,2.0,15.434166666666666
241,3583,2024-12-29,,General,High,0.0,
242,3583,2024-06-09,,Billing,Medium,0.0,
243,3048,2024-03-15,2024-03-15 12:54:09,General,High,0.0,12.9025
244,3048,2024-06-14,,Billing,Low,0.0,
245,1526,2024-12-22,2024-12-22 15:42:51,Technical,Low,5.0,15.714166666666667
246,1526,2024-05-30,2024-05-30 21:58:11,General,Low,5.0,21.969722222222224
247,1526,2024-09-07,2024-09-07 02:37:17,Technical,Low,0.0,2.6213888888888888
248,1526,2024-06-09,,Technical,Medium,0.0,
249,1526,2024-12-05,2024-12-05 04:04:48,Technical,Low,5.0,4.08
250,2796,2024-07-10,2024-07-10 09:59:14,Technical,Low,3.0,9.987222222222222
251,2796,2024-06-30,2024-06-30 17:06:56,Billing,Medium,5.0,17.115555555555556
252,2796,2024-08-28,2024-08-29 16:45:06,Billing,Medium,4.0,40.751666666666665
253,2796,2024-11-11,,Technical,Low,0.0,
254,2796,2024-08-30,2024-08-30 14:20:54,General,Low,0.0,14.348333333333333
255,663,2024-06-06,2024-06-06 08:18:08,Technical,Low,0.0,8.302222222222222
256,663,2024-06-05,,Billing,Medium,0.0,
257,663,2024-11-10,2024-11-10 03:48:45,Technical,Low,5.0,3.8125
258,663,2024-07-27,2024-07-29 20:02:01,Technical,Medium,4.0,68.03361111111111
259,663,2024-09-18,2024-09-19 00:00:49,Technical,Low,0.0,24.01361111111111
260,4636,2024-09-29,2024-09-29 14:05:31,Technical,Medium,0.0,14.091944444444444
261,2948,2024-02-03,2024-02-03 12:37:09,Technical,High,2.0,12.619166666666667
262,2948,2024-08-19,2024-08-19 16:59:44,Billing,Low,4.0,16.995555555555555
263,1710,2024-04-12,2024-04-12 04:41:55,Technical,Low,5.0,4.698611111111111
264,777,2024-02-04,,General,High,0.0,
265,777,2024-12-11,2024-12-11 21:20:22,Technical,Low,0.0,21.339444444444446
266,777,2024-07-14,2024-07-14 18:37:14,General,Medium,3.0,18.620555555555555
267,777,2024-11-19,2024-11-19 04:20:42,Billing,Low,4.0,4.345
268,777,2024-08-24,2024-08-24 02:47:02,Technical,Medium,4.0,2.783888888888889
269,460,2024-02-01,2024-02-01 11:50:14,Technical,Low,5.0,11.837222222222222
270,460,2024-01-30,2024-01-31 02:53:02,Technical,Medium,0.0,26.88388888888889
271,460,2024-04-30,2024-04-30 17:03:57,Technical,Medium,0.0,17.065833333333334
272,2072,2024-05-25,2024-05-25 02:43:08,Technical,High,0.0,2.718888888888889
273,2072,2024-05-29,2024-05-29 02:01:56,Technical,Low,5.0,2.0322222222222224
274,2072,2024-06-13,2024-06-13 17:30:18,Technical,Low,3.0,17.505
275,3947,2024-07-22,2024-07-22 09:01:16,Billing,Medium,2.0,9.02111111111111
276,3947,2024-08-29,,Technical,Low,0.0,
277,3947,2024-04-15,2024-04-15 10:29:12,Technical,Medium,4.0,10.486666666666666
278,2092,2024-01-26,2024-01-26 14:44:14,Technical,Low,0.0,14.737222222222222
279,2092,2024-05-17,2024-05-17 09:17:28,General,High,4.0,9.29111111111111
280,2092,2024-12-13,2024-12-13 21:38:45,Billing,Low,0.0,21.645833333333332
281,2092,2024-01-08,2024-01-09 00:43:02,General,Low,5.0,24.717222222222222
282,2092,2024-06-27,2024-06-27 06:24:01,Technical,Medium,0.0,6.400277777777778
283,1116,2024-11-16,2024-11-16 16:53:35,Technical,Medium,5.0,16.893055555555556
284,1116,2024-11-19,2024-11-19 10:28:53,General,Low,5.0,10.481388888888889
285,4754,2024-05-06,2024-05-06 15:55:34,Technical,High,4.0,15.926111111111112
286,4754,2024-10-24,2024-10-24 21:36:29,Technical,Low,0.0,21.608055555555556
287,4754,2024-02-03,2024-02-03 10:20:06,General,High,3.0,10.335
288,4754,2024-05-30,2024-05-30 15:21:18,Technical,High,5.0,15.355
289,4491,2024-11-14,2024-11-14 09:34:29,General,High,0.0,9.574722222222222
290,4491,2024-10-27,2024-10-27 18:49:01,Billing,Medium,3.0,18.816944444444445
291,4491,2024-06-08,2024-06-08 10:31:12,Technical,Medium,0.0,10.52
292,4491,2024-03-08,2024-03-08 08:11:46,Billing,Medium,3.0,8.196111111111112
293,1299,2024-02-26,,General,High,0.0,
294,1299,2024-11-02,2024-11-03 02:35:23,General,Low,4.0,26.58972222222222
295,1299,2024-07-29,2024-07-30 00:23:40,Technical,Medium,4.0,24.394444444444446
296,1299,2024-10-09,2024-10-09 08:43:58,Billing,Medium,5.0,8.732777777777779
297,550,2024-01-19,2024-01-21 01:57:13,Billing,High,0.0,49.95361111111111
298,550,2024-03-02,2024-03-02 15:57:47,Technical,Low,0.0,15.963055555555556
299,550,2024-11-26,2024-11-26 11:45:29,General,Medium,4.0,11.758055555555556
300,550,2024-04-09,2024-04-10 01:49:47,Technical,Low,3.0,25.829722222222223
301,4942,2024-11-21,,Technical,Medium,0.0,
302,4942,2024-05-09,2024-05-09 04:23:18,Technical,High,3.0,4.388333333333334
303,3561,2024-01-17,2024-01-17 14:44:49,General,Medium,0.0,14.746944444444445
304,3561,2024-01-11,2024-01-11 15:46:21,Billing,Medium,4.0,15.7725
305,3561,2024-05-25,2024-05-25 16:24:09,Billing,Low,5.0,16.4025
306,3561,2024-11-28,2024-11-29 23:54:58,Technical,Medium,0.0,47.916111111111114
307,3561,2024-02-12,,General,Medium,0.0,
308,854,2024-09-14,2024-09-14 23:53:08,Billing,Low,5.0,23.885555555555555
309,854,2024-11-26,2024-11-26 09:07:46,Technical,Low,0.0,9.129444444444445
310,854,2024-06-10,2024-06-10 13:16:03,Technical,Medium,4.0,13.2675
311,854,2024-10-20,,General,Low,0.0,
312,854,2024-12-29,2024-12-29 01:32:10,Technical,Low,4.0,1.5361111111111112
313,2868,2024-07-07,2024-07-07 08:57:04,General,Medium,2.0,8.95111111111111
314,2868,2024-10-30,2024-10-31 04:19:05,Technical,Medium,4.0,28.318055555555556
315,2868,2024-02-12,2024-02-12 18:29:18,Billing,Medium,3.0,18.488333333333333
316,1331,2024-08-26,,General,Low,0.0,
317,1331,2024-10-11,,Billing,Medium,0.0,
318,858,2024-03-22,,Technical,Low,0.0,
319,858,2024-08-24,,Billing,Medium,0.0,
320,858,2024-04-09,,General,Low,0.0,
321,4013,2024-02-03,2024-02-03 20:00:47,Technical,Low,0.0,20.013055555555557
322,4013,2024-05-06,2024-05-06 03:33:48,Technical,Low,3.0,3.5633333333333335
323,4013,2024-06-10,2024-06-10 11:56:01,Technical,Low,0.0,11.93361111111111
324,4013,2024-06-10,2024-06-11 17:29:32,General,Low,0.0,41.492222222222225
325,837,2024-01-20,2024-01-20 05:36:45,General,Low,4.0,5.6125
326,837,2024-10-06,2024-10-07 21:35:08,Technical,Low,5.0,45.58555555555556
327,837,2024-07-06,2024-07-06 18:25:26,General,Medium,2.0,18.42388888888889
328,837,2024-07-25,2024-07-26 12:21:02,Billing,Low,0.0,36.35055555555556
329,837,2024-04-26,2024-04-26 04:01:28,Billing,Low,5.0,4.024444444444445
330,4102,2024-09-27,2024-09-27 15:43:48,General,Low,5.0,15.73
331,4102,2024-12-12,2024-12-12 23:12:49,Billing,Medium,0.0,23.21361111111111
332,4044,2024-12-30,,Technical,Low,0.0,
333,4912,2024-12-14,,General,Medium,0.0,
334,4912,2024-12-25,2024-12-26 02:48:29,Technical,Medium,4.0,26.808055555555555
335,4912,2024-06-06,2024-06-07 01:54:53,Technical,High,3.0,25.914722222222224
336,4912,2024-03-19,2024-03-19 09:48:27,Technical,Medium,0.0,9.8075
337,4912,2024-06-20,2024-06-20 19:33:30,Billing,Low,4.0,19.558333333333334
338,3776,2024-05-10,2024-05-11 08:09:13,Billing,Low,5.0,32.15361111111111
339,3776,2024-03-28,2024-03-28 02:20:55,General,Low,4.0,2.348611111111111
340,3776,2024-12-14,2024-12-14 05:14:02,Technical,High,0.0,5.233888888888889
341,3776,2024-03-13,2024-03-13 18:43:02,Technical,Low,0.0,18.717222222222222
342,3776,2024-10-31,,Technical,Low,0.0,
343,1317,2024-10-31,2024-10-31 20:44:45,Technical,High,0.0,20.745833333333334
344,1317,2024-09-27,2024-09-27 21:59:56,Technical,Medium,3.0,21.99888888888889
345,1317,2024-11-08,2024-11-08 11:04:52,General,Low,5.0,11.081111111111111
346,3675,2024-09-17,2024-09-17 09:37:06,General,Medium,0.0,9.618333333333334
