customer_id,log_date,sessions,duration_minutes,features_used,errors_encountered
8,2024-11-17,2,38.91,1,1
8,2024-11-09,2,26.4,8,1
8,2024-12-31,7,53.2,14,1
8,2024-10-03,6,15.67,1,0
8,2024-12-20,2,6.58,12,0
8,2024-10-30,3,67.5,2,1
8,2024-11-02,9,10.12,14,0
8,2024-11-23,3,6.39,14,1
8,2024-10-12,9,10.45,14,0
8,2024-10-29,8,71.12,9,1
8,2024-12-15,3,38.67,4,1
8,2024-11-12,1,19.4,9,1
8,2024-12-16,2,24.28,14,0
8,2024-12-06,7,46.59,14,1
8,2024-11-15,5,27.08,10,0
9,2024-12-06,9,33.22,5,0
9,2024-10-05,6,41.83,14,0
9,2024-11-04,8,23.66,3,0
9,2024-11-12,6,19.97,12,1
9,2024-11-11,7,21.66,1,0
9,2024-11-06,5,50.92,10,1
9,2024-12-17,9,30.13,7,0
9,2024-10-07,5,32.1,6,0
9,2024-11-26,7,5.41,3,1
9,2024-11-02,1,23.47,7,0
9,2024-10-18,7,38.77,1,1
9,2024-10-06,8,21.15,10,1
9,2024-10-10,5,41.1,4,0
9,2024-11-19,6,18.75,6,1
9,2024-11-14,1,31.41,8,0
9,2024-12-23,4,30.86,5,0
9,2024-12-13,8,76.53,5,0
9,2024-12-30,7,43.32,9,0
9,2024-12-27,4,57.52,3,0
10,2024-11-06,8,10.51,7,1
10,2024-11-23,7,24.24,1,0
10,2024-10-11,7,9.58,11,1
10,2024-11-28,6,20.66,1,0
10,2024-11-18,4,44.34,1,0
10,2024-11-15,9,18.47,4,1
10,2024-11-04,9,15.79,10,0
10,2024-12-06,9,35.64,12,3
10,2024-10-18,2,28.55,3,1
10,2024-11-22,6,7.36,5,0
10,2024-11-30,5,10.72,4,0
10,2024-11-29,6,23.41,5,0
10,2024-12-05,2,22.85,11,0
10,2024-12-08,1,12.46,2,0
10,2024-12-16,9,37.03,14,1
10,2024-10-14,5,21.36,6,1
10,2024-12-29,2,16.46,4,1
10,2024-11-09,3,9.79,4,0
10,2024-11-10,5,25.78,8,2
11,2024-10-23,7,27.05,1,1
11,2024-10-28,5,29.81,8,1
11,2024-11-10,7,22.96,7,0
11,2024-10-21,6,16.38,11,0
11,2024-12-03,1,9.72,11,1
11,2024-12-20,1,27.34,1,0
11,2024-12-23,8,36.69,3,0
11,2024-12-21,4,13.07,4,0
11,2024-10-07,4,26.32,13,0
11,2024-11-18,3,26.11,8,1
11,2024-10-13,7,1.78,8,0
11,2024-12-31,8,31.97,10,0
11,2024-10-24,1,37.23,12,2
11,2024-11-26,3,2.35,9,0
11,2024-12-17,6,19.68,12,0
11,2024-11-14,7,26.8,8,0
11,2024-12-09,2,27.98,5,0
11,2024-11-03,7,56.22,3,0
11,2024-11-16,1,10.24,8,0
11,2024-12-30,4,3.5,9,0
11,2024-12-24,4,71.71,2,1
11,2024-10-09,5,13.87,7,1
11,2024-12-15,9,21.64,4,0
11,2024-11-27,7,6.61,12,1
11,2024-12-19,3,43.46,11,0
11,2024-11-22,9,37.96,3,0
11,2024-12-08,1,14.32,13,2
11,2024-12-05,9,14.98,2,0
11,2024-11-29,3,11.94,10,0
11,2024-11-17,9,13.29,9,0
11,2024-10-18,5,109.4,12,2
11,2024-12-29,2,2.5,9,0
11,2024-12-22,2,15.51,11,0
11,2024-10-19,2,13.54,8,0
11,2024-10-30,7,11.16,7,1
12,2024-11-23,8,21.92,6,1
12,2024-11-11,2,29.98,14,0
12,2024-11-14,7,46.86,1,0
12,2024-12-11,9,31.87,1,1
12,2024-11-08,6,15.34,8,0
12,2024-11-29,8,22.67,7,0
12,2024-11-16,5,14.27,12,1
12,2024-10-24,4,24.3,7,1
12,2024-10-19,9,14.53,9,0
12,2024-12-10,7,34.19,12,0
12,2024-10-26,5,33.2,11,0
12,2024-11-28,5,54.02,14,0
12,2024-10-20,3,10.42,2,0
12,2024-10-03,5,27.47,3,0
12,2024-12-13,9,29.09,1,0
12,2024-12-29,7,24.76,2,1
12,2024-11-19,7,13.32,10,0
12,2024-10-12,3,11.01,11,0
12,2024-12-26,7,31.0,4,0
12,2024-12-06,1,11.43,11,0
12,2024-10-27,6,156.75,1,1
12,2024-12-21,6,9.23,4,2
12,2024-12-03,4,43.5,14,2
12,2024-12-04,8,47.74,6,0
12,2024-12-28,4,12.25,3,0
12,2024-11-03,4,55.32,7,0
12,2024-12-27,6,47.78,11,0
12,2024-10-10,8,19.26,9,0
12,2024-10-15,7,48.77,4,1
12,2024-12-08,9,80.07,1,0
12,2024-11-27,5,17.64,12,2
12,2024-11-13,5,82.43,10,2
12,2024-12-31,2,35.08,4,1
12,2024-11-01,8,53.46,13,1
12,2024-10-06,3,25.77,13,0
12,2024-10-13,1,34.14,6,0
12,2024-11-17,7,7.57,7,0
12,2024-10-16,5,45.6,7,0
12,2024-10-23,8,26.47,2,0
12,2024-11-07,4,5.25,10,0
12,2024-10-04,8,13.49,14,0
12,2024-11-24,7,7.26,3,1
12,2024-12-16,8,28.29,7,1
12,2024-11-06,5,22.24,8,1
12,2024-10-17,4,11.5,6,0
12,2024-11-09,9,34.95,4,1
12,2024-12-12,3,-72.08,14,0
12,2024-11-22,1,13.94,11,1
12,2024-10-07,6,14.36,12,0
12,2024-12-19,8,3.94,13,0
12,2024-10-05,9,15.45,11,0
12,2024-11-26,9,20.24,4,0
12,2024-11-04,3,13.58,4,1
13,2024-11-09,4,10.78,10,0
13,2024-12-14,4,10.86,6,0
13,2024-11-20,5,18.4,14,1
13,2024-12-02,8,17.14,14,2
13,2024-12-04,7,42.78,2,1
13,2024-12-28,5,19.67,9,1
13,2024-11-19,7,65.17,9,0
13,2024-12-08,7,54.82,8,1
13,2024-11-10,9,39.86,10,0
13,2024-11-03,6,18.5,2,0
13,2024-10-27,4,109.5,1,0
13,2024-12-21,7,15.5,1,0
13,2024-12-18,1,54.68,12,0
13,2024-12-01,8,61.86,7,1
13,2024-10-20,4,77.99,3,0
13,2024-12-05,7,25.64,3,1
13,2024-11-11,2,26.3,4,0
13,2024-10-16,9,37.3,12,0
13,2024-12-26,5,20.32,1,1
13,2024-11-02,7,16.07,10,0
13,2024-12-11,3,29.62,5,0
13,2024-10-06,6,24.22,2,0
14,2024-11-24,5,41.57,6,0
14,2024-11-20,9,30.2,5,0
14,2024-11-15,6,16.46,1,1
14,2024-11-22,3,34.39,1,0
14,2024-12-15,5,81.83,13,1
14,2024-10-23,1,20.01,9,1
14,2024-11-16,9,27.09,12,2
14,2024-11-26,8,57.63,7,2
14,2024-11-17,5,25.35,8,1
14,2024-12-10,7,7.09,8,0
14,2024-10-17,1,25.93,7,2
14,2024-10-15,7,9.19,10,0
14,2024-10-08,2,37.34,9,1
14,2024-10-21,3,19.73,2,0
14,2024-12-11,9,20.0,6,0
14,2024-12-26,4,17.57,11,1
14,2024-12-27,6,48.38,5,0
14,2024-10-16,9,27.3,14,0
14,2024-10-12,9,29.17,5,0
14,2024-10-03,4,48.62,13,0
15,2024-12-09,3,23.96,11,0
15,2024-11-06,5,52.19,8,0
15,2024-10-16,2,6.64,11,0
15,2024-11-18,1,34.64,8,1
15,2024-12-15,5,31.18,12,0
15,2024-10-18,7,52.71,10,1
15,2024-12-17,1,6.74,6,2
15,2024-10-09,4,52.64,4,0
15,2024-11-15,4,21.8,6,1
15,2024-11-21,1,37.28,9,0
15,2024-12-10,6,25.34,8,0
15,2024-12-24,6,9.82,11,0
15,2024-10-29,1,31.77,7,0
15,2024-10-14,7,15.51,2,0
15,2024-12-02,3,27.1,14,1
15,2024-10-13,1,42.14,3,1
15,2024-10-19,7,6.65,4,0
15,2024-12-18,9,37.53,4,0
15,2024-10-21,3,36.4,8,0
15,2024-11-26,1,15.62,8,0
15,2024-11-22,4,18.83,7,0
15,2024-11-28,9,69.44,10,1
15,2024-10-20,7,21.81,4,0
15,2024-11-25,6,20.08,10,0
15,2024-11-07,9,48.39,10,1
15,2024-10-27,6,11.66,12,1
15,2024-11-13,2,22.77,3,0
15,2024-10-31,6,74.14,1,1
15,2024-12-03,1,105.1,14,0
15,2024-10-26,1,19.33,6,0
15,2024-10-11,6,20.03,9,0
15,2024-10-28,9,21.59,8,1
15,2024-11-30,1,32.28,8,0
15,2024-12-14,5,56.93,2,0
15,2024-11-09,9,10.01,10,1
15,2024-10-06,5,33.62,14,0
15,2024-11-01,4,55.34,4,0
15,2024-11-10,8,12.65,2,0
15,2024-11-23,5,45.73,8,0
15,2024-10-05,6,20.03,13,0
15,2024-12-30,7,14.85,10,0
15,2024-12-28,9,28.88,12,0
15,2024-11-19,4,32.66,14,0
15,2024-10-22,9,31.15,8,0
15,2024-12-20,8,15.43,3,0
15,2024-12-21,3,37.94,10,0
15,2024-11-20,2,17.47,8,0
15,2024-12-19,2,14.58,13,0
15,2024-10-03,5,39.56,14,1
15,2024-10-24,3,12.34,8,0
16,2024-11-20,9,11.79,5,0
16,2024-12-11,4,73.7,3,0
16,2024-11-26,9,28.0,13,0
16,2024-11-24,5,6.02,8,1
16,2024-12-22,4,31.09,2,0
16,2024-11-02,2,10.71,14,0
16,2024-11-09,7,5.22,6,2
16,2024-10-25,8,8.38,8,0
16,2024-10-17,1,19.0,8,0
16,2024-10-23,8,49.51,2,3
16,2024-11-13,6,7.4,11,0
16,2024-10-04,1,50.57,6,0
16,2024-11-29,9,27.13,2,1
16,2024-10-21,1,14.98,13,1
16,2024-11-17,5,78.31,8,0
16,2024-12-25,3,12.87,14,3
16,2024-12-02,6,95.71,12,0
16,2024-11-16,7,15.5,13,0
16,2024-12-15,8,16.22,7,1
16,2024-10-31,2,13.22,1,0
16,2024-10-27,8,8.42,11,0
16,2024-11-07,9,4.82,3,0
16,2024-10-05,2,-10.22,6,0
16,2024-11-22,4,5.77,1,0
16,2024-12-03,5,32.65,5,0
16,2024-12-26,3,23.04,7,1
16,2024-10-06,7,36.01,1,0
16,2024-12-06,9,24.85,13,2
16,2024-12-01,1,25.83,11,1
16,2024-12-20,1,34.16,3,1
16,2024-10-03,3,23.28,3,1
16,2024-11-01,9,5.71,7,0
16,2024-11-25,9,25.43,1,0
16,2024-11-12,6,6.45,4,0
16,2024-10-10,1,43.54,2,1
16,2024-12-28,1,2.7,5,3
16,2024-11-21,8,51.08,8,0
16,2024-12-12,8,65.69,9,1
16,2024-10-11,9,6.98,8,2
17,2024-11-15,2,26.7,6,0
17,2024-10-17,7,66.33,10,0
17,2024-12-01,7,17.97,3,0
17,2024-11-26,7,53.58,10,0
17,2024-11-04,7,24.64,13,1
17,2024-10-19,8,40.27,10,1
17,2024-10-24,4,60.96,3,0
17,2024-12-02,2,18.44,10,0
17,2024-11-25,9,97.64,4,0
17,2024-10-03,7,12.73,14,0
17,2024-12-03,3,38.15,1,0
17,2024-12-27,6,35.55,4,1
17,2024-10-06,3,30.34,6,1
17,2024-12-19,8,30.73,10,0
17,2024-11-14,7,7.12,11,0
17,2024-12-16,7,10.29,5,1
17,2024-10-20,4,12.43,2,0
17,2024-11-24,4,3.83,8,0
17,2024-12-21,1,14.86,3,1
17,2024-11-21,1,28.98,5,0
17,2024-10-18,3,10.77,13,0
17,2024-11-02,4,35.75,11,1
17,2024-12-04,2,10.09,9,1
17,2024-10-21,1,18.9,4,0
17,2024-12-18,3,58.9,14,0
