ticket_id,customer_id,created_date,resolved_date,category,priority,satisfaction_score
39,2364,2024/12/30 00:00:00,2024/12/30 19:05:11,Billing,Low,
40,2364,2024/08/31 00:00:00,2024/08/31 17:26:29,Billing,High,3.0
41,2364,2024/04/11 00:00:00,2024/04/12 05:50:38,Technical,Low,2.0
42,2364,2024/11/02 00:00:00,2024/11/04 05:38:45,Billing,Low,5.0
43,2444,2024/05/01 00:00:00,2024/05/02 16:11:33,Billing,Low,
44,2444,2024/08/27 00:00:00,2024/08/27 10:08:17,Billing,Low,4.0
45,2444,2024/05/04 00:00:00,2024/05/05 06:01:55,Billing,Medium,3.0
46,2463,2024/07/10 00:00:00,2024/07/10 15:02:08,Billing,Low,1.0
47,3262,2024/09/22 00:00:00,2024/09/22 18:43:09,Technical,Medium,3.0
48,3262,2024/09/07 00:00:00,2024/09/07 17:29:34,Technical,High,5.0
49,3262,2024/03/28 00:00:00,2024/03/28 20:16:36,Technical,Low,
50,3262,2024/10/28 00:00:00,2024/10/28 02:04:40,Technical,Low,
51,4744,2024/03/01 00:00:00,2024/03/01 12:30:06,Technical,Low,5.0
52,4744,2024/11/15 00:00:00,2024/11/15 11:41:15,Billing,High,2.0
53,3809,2024/10/20 00:00:00,2024/10/20 06:53:05,Billing,Low,
54,3809,2024/08/23 00:00:00,2024/08/23 09:08:04,Technical,Low,5.0
55,3809,2024/07/14 00:00:00,2024/07/14 00:54:42,Billing,High,
56,3809,2024/12/27 00:00:00,,Technical,Medium,
57,1416,2024/06/16 00:00:00,2024/06/16 08:13:36,Billing,Medium,3.0
58,1416,2024/03/18 00:00:00,2024/03/18 15:51:39,Technical,Low,4.0
59,1416,2024/09/11 00:00:00,2024/09/11 18:48:32,Technical,Low,5.0
60,3261,2024/04/19 00:00:00,,General,High,
61,3261,2024/05/22 00:00:00,2024/05/22 17:44:45,Billing,Low,5.0
62,3261,2024/11/14 00:00:00,2024/11/14 09:32:39,General,Low,3.0
63,3261,2024/04/03 00:00:00,,Technical,Low,
64,56,2024/04/25 00:00:00,2024/04/25 03:19:45,Billing,Medium,4.0
65,56,2024/02/03 00:00:00,2024/02/03 17:33:23,General,Low,4.0
66,56,2024/02/05 00:00:00,2024/02/06 10:52:49,Technical,Medium,
67,56,2024/04/23 00:00:00,2024/04/23 14:43:54,General,High,4.0
68,56,2024/01/24 00:00:00,2024/01/24 12:33:30,Technical,Medium,
69,4880,2024/10/16 00:00:00,2024/10/16 16:06:59,Technical,Medium,
70,4880,2024/08/28 00:00:00,,General,Medium,
71,4880,2024/01/10 00:00:00,2024/01/10 13:42:19,Technical,Low,
72,4880,2024/02/18 00:00:00,,Technical,High,
73,2068,2024/06/16 00:00:00,2024/06/16 23:33:32,Technical,Low,5.0
74,2068,2024/11/28 00:00:00,2024/11/28 21:47:53,Technical,Low,2.0
75,3173,2024/06/08 00:00:00,,Technical,Low,
76,3173,2024/03/22 00:00:00,2024/03/23 11:36:33,Billing,High,3.0
77,3173,2024/07/19 00:00:00,2024/07/19 15:50:28,Billing,Low,5.0
78,4924,2024/01/04 00:00:00,2024/01/05 22:12:33,General,Medium,
79,4924,2024/05/22 00:00:00,2024/05/22 16:33:59,Billing,Medium,5.0
80,4660,2024/04/10 00:00:00,2024/04/10 07:06:46,Technical,Medium,2.0
81,4660,2024/04/16 00:00:00,,General,High,
82,4660,2024/10/24 00:00:00,,Billing,Medium,
83,4660,2024/03/18 00:00:00,2024/03/18 01:29:08,Technical,Medium,5.0
84,4660,2024/08/19 00:00:00,2024/08/19 10:12:31,Billing,Medium,
85,2128,2024/04/25 00:00:00,2024/04/26 15:12:59,General,High,
86,2128,2024/11/02 00:00:00,2024/11/02 20:01:32,Technical,Medium,4.0
87,2128,2024/06/15 00:00:00,2024/06/16 14:06:32,Technical,Low,5.0
88,2128,2024/03/21 00:00:00,2024/03/21 21:12:57,Billing,High,
89,2128,2024/07/03 00:00:00,2024/07/03 11:56:26,Billing,Medium,3.0
90,1791,2024/08/08 00:00:00,2024/08/09 11:52:54,Technical,Medium,4.0
91,4403,2024/04/01 00:00:00,2024/04/01 05:37:38,Technical,Low,2.0
92,4403,2024/07/01 00:00:00,2024/07/01 07:49:52,Technical,Medium,
93,4403,2024/09/16 00:00:00,2024/09/16 13:28:41,Technical,Low,3.0
94,1239,2024/07/03 00:00:00,2024/07/03 17:33:01,General,Medium,4.0
95,1239,2024/08/19 00:00:00,2024/08/20 09:49:51,Billing,Medium,4.0
96,1239,2024/01/08 00:00:00,2024/01/09 01:27:25,Technical,Low,5.0
97,1340,2024/05/15 00:00:00,2024/05/15 15:28:08,Billing,Low,5.0
98,1340,2024/02/16 00:00:00,2024/02/17 01:15:32,Billing,Low,2.0
99,1340,2024/09/25 00:00:00,2024/09/26 11:01:16,General,Low,5.0
100,3524,2024/06/17 00:00:00,,General,High,
101,3524,2024/03/20 00:00:00,2024/03/21 00:27:14,Technical,Low,5.0
102,3524,2024/10/22 00:00:00,,Billing,Low,
103,2315,2024/07/29 00:00:00,,Technical,Low,
104,4394,2024/03/03 00:00:00,2024/03/04 03:23:39,Billing,Low,
105,4394,2024/05/13 00:00:00,2024/05/13 12:27:22,Technical,Low,5.0
106,4394,2024/11/25 00:00:00,,Billing,Medium,
107,4394,2024/06/18 00:00:00,2024/06/19 03:06:13,Billing,Low,4.0
108,325,2024/08/22 00:00:00,2024/08/23 04:44:04,Billing,Low,
109,325,2024/09/09 00:00:00,2024/09/09 08:58:54,Billing,Low,4.0
110,325,2024/06/12 00:00:00,2024/06/12 11:33:44,General,Medium,
111,325,2024/09/19 00:00:00,2024/09/19 15:48:30,Technical,Medium,2.0
112,1562,2024/10/21 00:00:00,2024/10/21 07:09:07,Technical,High,
113,1562,2024/04/30 00:00:00,2024/04/30 08:38:33,Technical,Medium,
114,1562,2024/03/28 00:00:00,2024/03/28 05:23:40,Billing,Low,
115,746,2024/04/19 00:00:00,2024/04/19 05:33:39,General,High,3.0
116,746,2024/07/07 00:00:00,2024/07/07 23:13:24,Technical,High,
117,746,2024/05/07 00:00:00,2024/05/07 03:20:02,Technical,Low,3.0
118,2146,2024/09/16 00:00:00,2024/09/16 07:22:46,Billing,Low,5.0
119,2146,2024/01/27 00:00:00,2024/01/27 19:02:06,Technical,Medium,
120,2146,2024/10/18 00:00:00,2024/10/18 04:11:58,Billing,Medium,3.0
121,1409,2024/11/16 00:00:00,2024/11/16 08:09:10,Technical,Low,4.0
122,1409,2024/09/05 00:00:00,,Billing,Low,
123,1409,2024/05/12 00:00:00,2024/05/12 04:27:16,Billing,High,3.0
124,4650,2024/06/17 00:00:00,2024/06/17 19:21:06,General,High,4.0
125,4650,2024/09/25 00:00:00,2024/09/25 06:21:49,Technical,Medium,5.0
126,4650,2024/01/14 00:00:00,2024/01/14 16:47:42,Billing,Medium,
127,4650,2024/11/06 00:00:00,2024/11/06 22:35:33,Billing,High,
128,4650,2024/09/23 00:00:00,2024/09/23 09:52:05,Technical,Medium,
129,3369,2024/06/21 00:00:00,,Billing,Low,
130,1335,2024/06/26 00:00:00,2024/06/29 15:27:25,Technical,Low,5.0
131,1335,2024/03/16 00:00:00,2024/03/16 13:34:10,Technical,Medium,
132,1335,2024/05/17 00:00:00,2024/05/18 03:47:00,Technical,Low,
133,1335,2024/09/13 00:00:00,2024/09/13 03:44:24,Technical,High,5.0
134,1335,2024/11/09 00:00:00,,General,Medium,
135,855,2024/04/10 00:00:00,2024/04/10 10:10:20,Technical,Medium,
136,855,2024/01/16 00:00:00,2024/01/16 03:46:08,General,Medium,4.0
137,4011,2024/03/24 00:00:00,,Billing,Medium,
138,4011,2024/07/20 00:00:00,2024/07/20 08:52:55,Billing,Medium,
139,4011,2024/04/08 00:00:00,2024/04/08 12:54:37,General,Medium,4.0
140,4011,2024/06/26 00:00:00,2024/06/26 09:25:48,General,Medium,
141,4011,2024/07/01 00:00:00,2024/07/01 06:59:39,Technical,Medium,5.0
142,1765,2024/03/12 00:00:00,2024/03/12 12:00:03,Billing,Medium,
143,1505,2024/01/31 00:00:00,,Technical,Medium,
144,1505,2024/06/04 00:00:00,2024/06/04 12:53:30,Technical,Low,5.0
145,1505,2024/04/01 00:00:00,2024/04/01 07:03:56,Billing,High,5.0
146,1505,2024/09/05 00:00:00,2024/09/05 07:40:33,General,Medium,
147,1505,2024/08/07 00:00:00,,Technical,Medium,
148,4808,2024/01/13 00:00:00,2024/01/14 22:31:50,Technical,Medium,3.0
149,4808,2024/12/21 00:00:00,2024/12/22 08:00:55,Technical,Low,
150,4808,2024/04/23 00:00:00,2024/04/23 10:27:46,Billing,Low,3.0
151,1771,2024/05/16 00:00:00,2024/05/16 15:26:24,Technical,Low,5.0
152,1771,2024/02/29 00:00:00,2024/02/29 20:27:49,Technical,Medium,3.0
153,3792,2024/08/23 00:00:00,2024/08/24 20:53:25,Technical,Low,
154,3792,2024/07/25 00:00:00,2024/07/25 05:21:11,Billing,Low,4.0
155,3183,2024/03/19 00:00:00,2024/03/19 10:25:44,Billing,Low,
156,3183,2024/08/13 00:00:00,2024/08/13 12:20:55,Technical,Low,5.0
157,3183,2024/06/16 00:00:00,2024/06/16 12:47:08,Technical,Low,
158,3183,2024/11/06 00:00:00,2024/11/06 02:33:46,General,High,2.0
159,1598,2024/04/10 00:00:00,2024/04/11 19:58:06,Technical,Low,
160,1598,2024/07/13 00:00:00,2024/07/13 16:57:00,Billing,Low,
161,3974,2024/02/15 00:00:00,,Billing,Low,
162,3974,2024/01/30 00:00:00,2024/01/31 12:04:58,Technical,High,2.0
163,4115,2024/01/07 00:00:00,2024/01/07 12:12:19,Technical,Low,5.0
164,2629,2024/07/11 00:00:00,,Technical,Low,
165,2629,2024/01/09 00:00:00,2024/01/10 02:14:49,Technical,Low,
166,3020,2024/05/20 00:00:00,2024/05/20 11:51:57,Billing,Low,
167,3020,2024/08/03 00:00:00,2024/08/03 03:04:10,General,Medium,
168,3020,2024/05/17 00:00:00,2024/05/17 04:50:10,Billing,Low,5.0
169,3020,2024/12/24 00:00:00,2024/12/24 10:27:11,Technical,Medium,
170,1788,2024/01/07 00:00:00,,Billing,Medium,
171,1788,2024/05/05 00:00:00,2024/05/05 17:18:25,Billing,Low,
172,1788,2024/03/01 00:00:00,2024/03/01 23:46:37,Technical,Low,4.0
173,1788,2024/01/23 00:00:00,,Billing,High,
174,4537,2024/02/05 00:00:00,2024/02/05 08:32:16,General,Low,
175,4537,2024/12/08 00:00:00,2024/12/08 11:48:23,Technical,Medium,5.0
176,3587,2024/12/01 00:00:00,2024/12/02 02:53:08,Technical,Low,
177,2627,2024/03/31 00:00:00,2024/03/31 20:15:30,Billing,Medium,4.0
178,2627,2024/04/01 00:00:00,2024/04/02 04:14:07,Billing,Low,5.0
179,2627,2024/12/04 00:00:00,,General,High,
180,168,2024/09/18 00:00:00,2024/09/18 04:30:37,Technical,Medium,
181,168,2024/10/25 00:00:00,2024/10/25 15:34:34,Technical,Medium,5.0
182,168,2024/07/24 00:00:00,2024/07/24 07:54:45,Billing,Low,4.0
183,2127,2024/08/10 00:00:00,2024/08/10 12:43:58,Technical,Low,2.0
184,2127,2024/11/12 00:00:00,2024/11/12 04:30:27,Technical,High,
185,3250,2024/12/08 00:00:00,,Technical,Low,
186,4753,2024/10/16 00:00:00,2024/10/16 19:25:33,Technical,Low,3.0
187,4753,2024/07/06 00:00:00,2024/07/06 11:30:20,General,Medium,3.0
188,4753,2024/08/11 00:00:00,2024/08/11 04:54:06,Billing,Medium,
189,4566,2024/11/04 00:00:00,2024/11/04 20:17:06,General,Low,4.0
190,1841,2024/05/01 00:00:00,2024/05/02 02:40:04,Billing,Low,
191,3707,2024/12/14 00:00:00,2024/12/14 19:04:21,General,High,
192,1653,2024/08/31 00:00:00,,Technical,Medium,
193,2997,2024/05/07 00:00:00,2024/05/07 04:48:35,Billing,Low,5.0
194,2997,2024/01/05 00:00:00,2024/01/05 08:04:50,Billing,Medium,
195,1657,2024/06/22 00:00:00,2024/06/23 18:30:39,Technical,Medium,4.0
196,1657,2024/11/10 00:00:00,2024/11/10 10:28:18,General,Low,5.0
197,2171,2024/12/10 00:00:00,2024/12/10 01:12:37,Technical,Low,
198,2171,2024/11/03 00:00:00,2024/11/03 03:44:02,General,Medium,3.0
199,83,2024/12/17 00:00:00,2024/12/18 00:32:03,Technical,Low,5.0
200,2429,2024/02/28 00:00:00,2024/02/28 06:05:29,General,High,
201,2429,2024/07/26 00:00:00,,General,Low,
202,2429,2024/05/03 00:00:00,2024/05/03 12:30:56,General,Low,4.0
203,2429,2024/03/14 00:00:00,2024/03/14 10:10:04,Technical,Low,
204,4419,2024/03/13 00:00:00,2024/03/13 20:56:48,Technical,Medium,2.0
205,4419,2024/04/10 00:00:00,2024/04/10 22:12:54,Technical,Medium,2.0
206,4419,2024/06/08 00:00:00,,General,Medium,
207,4419,2024/09/28 00:00:00,2024/09/28 18:52:19,Technical,Low,5.0
208,2751,2024/08/06 00:00:00,2024/08/06 20:56:42,Billing,Low,
209,2751,2024/06/13 00:00:00,2024/06/13 06:14:05,Technical,Low,
210,2751,2024/08/26 00:00:00,,Technical,Medium,
211,2751,2024/02/15 00:00:00,2024/02/16 05:48:28,Technical,Low,4.0
212,2751,2024/03/26 00:00:00,2024/03/26 20:11:27,Billing,High,4.0
213,1128,2024/03/08 00:00:00,2024/03/09 00:04:14,Billing,Low,
214,1128,2024/07/26 00:00:00,2024/07/27 06:55:13,Technical,Low,
215,4651,2024/08/04 00:00:00,2024/08/04 09:44:51,Technical,Low,
216,4651,2024/08/18 00:00:00,2024/08/18 16:15:02,Technical,Low,
217,4651,2024/04/26 00:00:00,2024/04/27 16:37:34,Technical,Medium,
218,3564,2024/08/10 00:00:00,2024/08/10 06:45:59,Technical,Low,5.0
219,3564,2024/11/07 00:00:00,2024/11/07 15:05:40,Billing,Medium,
220,3564,2024/01/06 00:00:00,,Technical,Low,
221,2208,2024/03/24 00:00:00,2024/03/24 03:18:58,Technical,Low,5.0
222,2208,2024/02/10 00:00:00,2024/02/10 20:39:12,Technical,Medium,
223,2208,2024/03/30 00:00:00,2024/03/30 11:28:01,Technical,Low,4.0
224,2208,2024/03/09 00:00:00,2024/03/09 23:02:43,Technical,Low,2.0
225,2208,2024/12/10 00:00:00,2024/12/10 21:46:49,Technical,Medium,3.0
226,3920,2024/11/30 00:00:00,2024/11/30 15:42:57,Technical,High,3.0
227,2076,2024/06/16 00:00:00,2024/06/16 17:41:19,General,Medium,4.0
228,2076,2024/09/13 00:00:00,,Technical,Low,
229,3399,2024/11/10 00:00:00,2024/11/10 20:22:03,Billing,Medium,
230,3399,2024/12/08 00:00:00,2024/12/08 06:36:52,Billing,High,3.0
231,3399,2024/05/30 00:00:00,2024/05/30 22:30:14,Technical,Low,
232,4868,2024/05/16 00:00:00,2024/05/16 10:53:01,Billing,Medium,1.0
233,2960,2024/07/19 00:00:00,2024/07/19 14:32:22,Technical,Low,4.0
234,2960,2024/10/23 00:00:00,2024/10/24 11:38:47,Billing,Medium,3.0
235,2960,2024/09/30 00:00:00,2024/09/30 16:46:30,Billing,Low,4.0
236,1736,2024/11/19 00:00:00,,Technical,Medium,
237,1736,2024/09/27 00:00:00,2024/09/27 13:37:25,Technical,Low,
238,2760,2024/10/13 00:00:00,2024/10/13 13:36:20,General,Low,
239,4186,2024/08/21 00:00:00,2024/08/21 07:00:33,Technical,Low,2.0
240,4062,2024/10/29 00:00:00,2024/10/29 15:26:03,Technical,High,2.0
241,3583,2024/12/29 00:00:00,,General,High,
242,3583,2024/06/09 00:00:00,,Billing,Medium,
243,3048,2024/03/15 00:00:00,2024/03/15 12:54:09,General,High,
244,3048,2024/06/14 00:00:00,,Billing,Low,
245,1526,2024/12/22 00:00:00,2024/12/22 15:42:51,Technical,Low,5.0
246,1526,2024/05/30 00:00:00,2024/05/30 21:58:11,General,Low,5.0
247,1526,2024/09/07 00:00:00,2024/09/07 02:37:17,Technical,Low,
248,1526,2024/06/09 00:00:00,,Technical,Medium,
249,1526,2024/12/05 00:00:00,2024/12/05 04:04:48,Technical,Low,5.0
250,2796,2024/07/10 00:00:00,2024/07/10 09:59:14,Technical,Low,3.0
251,2796,2024/06/30 00:00:00,2024/06/30 17:06:56,Billing,Medium,5.0
252,2796,2024/08/28 00:00:00,2024/08/29 16:45:06,Billing,Medium,4.0
253,2796,2024/11/11 00:00:00,,Technical,Low,
254,2796,2024/08/30 00:00:00,2024/08/30 14:20:54,General,Low,
255,663,2024/06/06 00:00:00,2024/06/06 08:18:08,Technical,Low,
256,663,2024/06/05 00:00:00,,Billing,Medium,
257,663,2024/11/10 00:00:00,2024/11/10 03:48:45,Technical,Low,5.0
258,663,2024/07/27 00:00:00,2024/07/29 20:02:01,Technical,Medium,4.0
259,663,2024/09/18 00:00:00,2024/09/19 00:00:49,Technical,Low,
260,4636,2024/09/29 00:00:00,2024/09/29 14:05:31,Technical,Medium,
261,2948,2024/02/03 00:00:00,2024/02/03 12:37:09,Technical,High,2.0
262,2948,2024/08/19 00:00:00,2024/08/19 16:59:44,Billing,Low,4.0
263,1710,2024/04/12 00:00:00,2024/04/12 04:41:55,Technical,Low,5.0
264,777,2024/02/04 00:00:00,,General,High,
265,777,2024/12/11 00:00:00,2024/12/11 21:20:22,Technical,Low,
266,777,2024/07/14 00:00:00,2024/07/14 18:37:14,General,Medium,3.0
267,777,2024/11/19 00:00:00,2024/11/19 04:20:42,Billing,Low,4.0
268,777,2024/08/24 00:00:00,2024/08/24 02:47:02,Technical,Medium,4.0
269,460,2024/02/01 00:00:00,2024/02/01 11:50:14,Technical,Low,5.0
270,460,2024/01/30 00:00:00,2024/01/31 02:53:02,Technical,Medium,
271,460,2024/04/30 00:00:00,2024/04/30 17:03:57,Technical,Medium,
272,2072,2024/05/25 00:00:00,2024/05/25 02:43:08,Technical,High,
273,2072,2024/05/29 00:00:00,2024/05/29 02:01:56,Technical,Low,5.0
274,2072,2024/06/13 00:00:00,2024/06/13 17:30:18,Technical,Low,3.0
275,3947,2024/07/22 00:00:00,2024/07/22 09:01:16,Billing,Medium,2.0
276,3947,2024/08/29 00:00:00,,Technical,Low,
277,3947,2024/04/15 00:00:00,2024/04/15 10:29:12,Technical,Medium,4.0
278,2092,2024/01/26 00:00:00,2024/01/26 14:44:14,Technical,Low,
279,2092,2024/05/17 00:00:00,2024/05/17 09:17:28,General,High,4.0
280,2092,2024/12/13 00:00:00,2024/12/13 21:38:45,Billing,Low,
281,2092,2024/01/08 00:00:00,2024/01/09 00:43:02,General,Low,5.0
282,2092,2024/06/27 00:00:00,2024/06/27 06:24:01,Technical,Medium,
283,1116,2024/11/16 00:00:00,2024/11/16 16:53:35,Technical,Medium,5.0
284,1116,2024/11/19 00:00:00,2024/11/19 10:28:53,General,Low,5.0
285,4754,2024/05/06 00:00:00,2024/05/06 15:55:34,Technical,High,4.0
286,4754,2024/10/24 00:00:00,2024/10/24 21:36:29,Technical,Low,
287,4754,2024/02/03 00:00:00,2024/02/03 10:20:06,General,High,3.0
288,4754,2024/05/30 00:00:00,2024/05/30 15:21:18,Technical,High,5.0
289,4491,2024/11/14 00:00:00,2024/11/14 09:34:29,General,High,
290,4491,2024/10/27 00:00:00,2024/10/27 18:49:01,Billing,Medium,3.0
291,4491,2024/06/08 00:00:00,2024/06/08 10:31:12,Technical,Medium,
292,4491,2024/03/08 00:00:00,2024/03/08 08:11:46,Billing,Medium,3.0
293,1299,2024/02/26 00:00:00,,General,High,
294,1299,2024/11/02 00:00:00,2024/11/03 02:35:23,General,Low,4.0
295,1299,2024/07/29 00:00:00,2024/07/30 00:23:40,Technical,Medium,4.0
296,1299,2024/10/09 00:00:00,2024/10/09 08:43:58,Billing,Medium,5.0
297,550,2024/01/19 00:00:00,2024/01/21 01:57:13,Billing,High,
298,550,2024/03/02 00:00:00,2024/03/02 15:57:47,Technical,Low,
299,550,2024/11/26 00:00:00,2024/11/26 11:45:29,General,Medium,4.0
300,550,2024/04/09 00:00:00,2024/04/10 01:49:47,Technical,Low,3.0
301,4942,2024/11/21 00:00:00,,Technical,Medium,
302,4942,2024/05/09 00:00:00,2024/05/09 04:23:18,Technical,High,3.0
303,3561,2024/01/17 00:00:00,2024/01/17 14:44:49,General,Medium,
304,3561,2024/01/11 00:00:00,2024/01/11 15:46:21,Billing,Medium,4.0
305,3561,2024/05/25 00:00:00,2024/05/25 16:24:09,Billing,Low,5.0
306,3561,2024/11/28 00:00:00,2024/11/29 23:54:58,Technical,Medium,
307,3561,2024/02/12 00:00:00,,General,Medium,
308,854,2024/09/14 00:00:00,2024/09/14 23:53:08,Billing,Low,5.0
309,854,2024/11/26 00:00:00,2024/11/26 09:07:46,Technical,Low,
310,854,2024/06/10 00:00:00,2024/06/10 13:16:03,Technical,Medium,4.0
311,854,2024/10/20 00:00:00,,General,Low,
312,854,2024/12/29 00:00:00,2024/12/29 01:32:10,Technical,Low,4.0
313,2868,2024/07/07 00:00:00,2024/07/07 08:57:04,General,Medium,2.0
314,2868,2024/10/30 00:00:00,2024/10/31 04:19:05,Technical,Medium,4.0
315,2868,2024/02/12 00:00:00,2024/02/12 18:29:18,Billing,Medium,3.0
316,1331,2024/08/26 00:00:00,,General,Low,
317,1331,2024/10/11 00:00:00,,Billing,Medium,
318,858,2024/03/22 00:00:00,,Technical,Low,
319,858,2024/08/24 00:00:00,,Billing,Medium,
320,858,2024/04/09 00:00:00,,General,Low,
321,4013,2024/02/03 00:00:00,2024/02/03 20:00:47,Technical,Low,
322,4013,2024/05/06 00:00:00,2024/05/06 03:33:48,Technical,Low,3.0
323,4013,2024/06/10 00:00:00,2024/06/10 11:56:01,Technical,Low,
324,4013,2024/06/10 00:00:00,2024/06/11 17:29:32,General,Low,
325,837,2024/01/20 00:00:00,2024/01/20 05:36:45,General,Low,4.0
326,837,2024/10/06 00:00:00,2024/10/07 21:35:08,Technical,Low,5.0
327,837,2024/07/06 00:00:00,2024/07/06 18:25:26,General,Medium,2.0
328,837,2024/07/25 00:00:00,2024/07/26 12:21:02,Billing,Low,
329,837,2024/04/26 00:00:00,2024/04/26 04:01:28,Billing,Low,5.0
330,4102,2024/09/27 00:00:00,2024/09/27 15:43:48,General,Low,5.0
331,4102,2024/12/12 00:00:00,2024/12/12 23:12:49,Billing,Medium,
332,4044,2024/12/30 00:00:00,,Technical,Low,
333,4912,2024/12/14 00:00:00,,General,Medium,
334,4912,2024/12/25 00:00:00,2024/12/26 02:48:29,Technical,Medium,4.0
335,4912,2024/06/06 00:00:00,2024/06/07 01:54:53,Technical,High,3.0
336,4912,2024/03/19 00:00:00,2024/03/19 09:48:27,Technical,Medium,
337,4912,2024/06/20 00:00:00,2024/06/20 19:33:30,Billing,Low,4.0
338,3776,2024/05/10 00:00:00,2024/05/11 08:09:13,Billing,Low,5.0
339,3776,2024/03/28 00:00:00,2024/03/28 02:20:55,General,Low,4.0
340,3776,2024/12/14 00:00:00,2024/12/14 05:14:02,Technical,High,
341,3776,2024/03/13 00:00:00,2024/03/13 18:43:02,Technical,Low,
342,3776,2024/10/31 00:00:00,,Technical,Low,
343,1317,2024/10/31 00:00:00,2024/10/31 20:44:45,Technical,High,
344,1317,2024/09/27 00:00:00,2024/09/27 21:59:56,Technical,Medium,3.0
345,1317,2024/11/08 00:00:00,2024/11/08 11:04:52,General,Low,5.0
346,3675,2024/09/17 00:00:00,2024/09/17 09:37:06,General,Medium,
347,3675,2024/08/02 00:00:00,2024/08/04 05:39:09,Billing,Low,2.0
348,4317,2024/02/18 00:00:00,2024/02/18 12:00:06,Billing,Low,4.0
349,4317,2024/05/18 00:00:00,2024/05/19 07:41:07,Technical,Medium,1.0
350,4317,2024/09/11 00:00:00,2024/09/11 04:30:39,Technical,Medium,4.0
351,4317,2024/10/26 00:00:00,,Billing,Low,
352,4317,2024/06/26 00:00:00,2024/06/26 08:33:12,General,Medium,
353,4539,2024/08/18 00:00:00,2024/08/18 13:06:09,Billing,Low,4.0
354,4539,2024/05/12 00:00:00,2024/05/12 04:03:49,Technical,High,3.0
355,4539,2024/08/06 00:00:00,2024/08/06 11:51:44,Billing,Medium,5.0
356,4539,2024/02/16 00:00:00,,Technical,Medium,
357,1073,2024/01/13 00:00:00,2024/01/13 18:11:46,Technical,Medium,
358,4957,2024/03/05 00:00:00,2024/03/05 03:06:09,General,Low,
359,4957,2024/10/31 00:00:00,2024/10/31 19:54:04,Technical,Medium,
360,4957,2024/11/18 00:00:00,,Billing,Low,
361,4957,2024/08/26 00:00:00,2024/08/26 08:22:30,Technical,Medium,
362,561,2024/12/12 00:00:00,2024/12/12 00:33:23,Technical,Low,
363,561,2024/08/10 00:00:00,2024/08/11 04:39:01,Technical,Medium,5.0
364,561,2024/11/03 00:00:00,,Billing,Low,
