customer_id,signup_date,country,age,gender,subscription_tier,monthly_fee
61,18/01/2024,Australia,52.0,F,Premium,31.52
62,16/04/2023,Mexico,29.0,F,basic,12.88
63,04/07/2023,United States,43.0,F,basic,14.09
64,08/05/2022,Italy,,M,basic,10.96
65,23/01/2023,France,36.0,,basic,10.39
66,22/03/2022,Italy,62.0,M,basic,13.64
67,20/07/2023,United Kingdom,24.0,M,Premium,30.07
68,28/10/2022,United States,64.0,,Premium,37.33
69,29/04/2024,UK,24.0,M,basic,10.65
70,06/10/2023,Australia,43.0,M,basic,11.13
71,26/09/2023,Australia,,M,basic,10.59
72,25/06/2024,Germany,22.0,M,basic,11.23
73,01/06/2024,Australia,38.0,M,basic,13.98
74,06/01/2023,Brazil,31.0,F,basic,10.65
75,15/08/2023,Spain,21.0,M,basic,14.96
76,16/07/2022,US,40.0,F,basic,11.63
77,23/12/2023,Mexico,59.0,M,basic,14.6
78,13/03/2022,USA,37.0,M,basic,10.94
79,16/02/2022,UK,32.0,F,basic,10.93
80,09/11/2023,United States,67.0,M,basic,12.82
81,22/08/2022,Spain,69.0,F,Premium,30.5
82,02/03/2024,UK,62.0,M,basic,14.0
83,24/10/2022,United States,46.0,F,basic,12.19
84,23/03/2022,Mexico,25.0,F,basic,13.49
85,25/05/2024,Britain,58.0,F,basic,10.86
86,27/08/2022,Britain,65.0,F,Premium,36.41
87,06/06/2024,Italy,36.0,F,ENTERPRISE,159.4
88,14/04/2022,UK,65.0,M,basic,13.77
89,25/01/2023,Britain,56.0,F,Premium,32.96
90,12/10/2022,Brazil,63.0,F,basic,14.66
91,10/04/2023,United States,45.0,M,basic,14.8
92,13/10/2023,Italy,63.0,M,basic,14.33
93,04/05/2024,Australia,44.0,F,Premium,35.71
94,09/01/2023,United States,21.0,F,basic,12.09
95,16/06/2022,Italy,32.0,M,ENTERPRISE,105.79
96,15/01/2023,Mexico,52.0,F,basic,14.73
97,30/12/2022,UK,54.0,M,basic,14.75
98,03/08/2022,Mexico,18.0,M,Premium,30.18
99,18/11/2023,Spain,20.0,F,ENTERPRISE,135.68
100,01/10/2022,Mexico,,M,Premium,38.79
101,20/12/2023,Germany,41.0,F,Premium,30.8
102,01/12/2023,Australia,44.0,M,basic,10.97
103,26/10/2023,France,57.0,M,basic,14.88
104,15/03/2022,Mexico,53.0,M,basic,14.23
105,16/09/2023,Spain,51.0,F,basic,14.55
106,13/10/2023,United Kingdom,46.0,M,ENTERPRISE,114.21
107,25/06/2022,Brazil,41.0,M,Premium,32.1
108,01/07/2023,United States,41.0,M,Premium,36.04
109,17/01/2024,United Kingdom,59.0,M,basic,12.5
110,08/09/2022,Spain,21.0,M,Premium,32.98
111,17/06/2022,Italy,20.0,M,Premium,38.83
112,19/04/2023,France,51.0,F,basic,14.5
113,24/01/2023,Australia,66.0,M,basic,11.45
114,04/10/2022,Australia,40.0,F,Premium,31.55
115,18/10/2023,Australia,70.0,F,basic,10.74
116,06/12/2023,Brazil,69.0,M,ENTERPRISE,148.43
117,25/07/2023,France,40.0,M,basic,10.65
118,13/08/2022,Brazil,62.0,F,basic,12.36
119,03/12/2023,Brazil,22.0,F,basic,12.3
120,29/11/2022,USA,48.0,M,basic,14.41
121,13/05/2024,France,70.0,F,basic,11.47
122,26/02/2024,Germany,58.0,M,basic,12.79
123,05/03/2024,France,23.0,M,ENTERPRISE,174.34
124,27/02/2022,Spain,54.0,M,Premium,35.95
125,23/08/2022,USA,27.0,F,basic,14.76
126,21/04/2024,Australia,57.0,F,basic,13.0
127,02/02/2022,Spain,24.0,F,basic,14.5
128,04/04/2024,Spain,56.0,M,Premium,32.44
129,20/11/2022,Canada,,F,basic,12.79
130,15/02/2023,US,,M,basic,12.71
131,02/10/2022,USA,37.0,F,basic,14.94
132,09/03/2022,Spain,20.0,M,Premium,32.04
133,05/08/2022,US,68.0,M,basic,10.69
134,04/08/2023,US,39.0,M,Premium,36.11
135,16/06/2024,USA,64.0,F,ENTERPRISE,122.36
136,06/01/2024,Canada,21.0,M,basic,13.19
137,19/11/2022,United Kingdom,45.0,M,basic,14.85
138,06/08/2022,Italy,29.0,M,basic,14.72
139,03/11/2023,Germany,55.0,Other,basic,11.15
140,27/05/2023,Italy,68.0,F,basic,10.84
141,10/02/2023,France,53.0,F,basic,12.79
142,24/06/2024,Australia,64.0,M,Premium,35.86
143,21/10/2023,Germany,58.0,M,basic,13.3
144,15/04/2023,France,22.0,F,basic,13.7
145,27/05/2022,Spain,30.0,M,basic,12.99
146,29/09/2022,Australia,40.0,,basic,10.55
147,23/05/2022,United States,67.0,M,basic,13.94
148,10/09/2022,USA,47.0,F,basic,10.39
149,02/02/2024,Germany,54.0,M,basic,10.09
150,29/07/2023,Germany,42.0,F,ENTERPRISE,176.96
151,06/07/2023,Mexico,65.0,F,basic,12.73
152,27/09/2022,Spain,44.0,M,Premium,36.98
153,04/02/2024,United Kingdom,,M,basic,11.9
154,22/08/2023,US,31.0,Other,Premium,30.1
155,15/03/2023,Australia,65.0,F,basic,11.65
156,21/08/2023,Spain,64.0,F,Premium,36.07
157,13/02/2023,Britain,53.0,F,basic,11.12
158,06/01/2023,Canada,56.0,,basic,13.43
159,13/08/2022,US,33.0,,basic,13.96
160,22/05/2022,USA,39.0,M,basic,12.26
161,06/06/2023,US,38.0,F,basic,14.37
162,21/05/2023,United Kingdom,38.0,F,Premium,38.54
163,04/04/2022,Mexico,25.0,F,basic,14.38
164,13/02/2024,US,,F,Premium,36.6
165,18/02/2022,USA,33.0,F,basic,11.51
166,31/05/2024,United Kingdom,48.0,M,basic,12.4
167,23/04/2022,Italy,59.0,F,basic,13.54
168,06/06/2022,Germany,27.0,M,basic,11.04
169,05/10/2023,Mexico,49.0,F,basic,13.68
170,13/06/2022,Germany,51.0,M,Premium,35.47
171,22/03/2024,Canada,26.0,M,basic,10.47
172,28/11/2023,France,34.0,,Premium,35.56
173,09/03/2023,Italy,28.0,Other,Premium,30.66
174,03/09/2023,Italy,49.0,M,basic,10.06
175,07/03/2022,Australia,27.0,F,Premium,38.89
176,30/01/2023,Brazil,39.0,F,basic,12.44
177,26/01/2023,US,,F,basic,12.71
178,03/09/2023,Germany,21.0,M,basic,11.39
179,25/04/2023,USA,65.0,F,basic,12.7
180,26/06/2023,UK,69.0,F,Premium,31.68
181,15/09/2022,Brazil,64.0,M,Premium,37.45
182,21/07/2023,UK,42.0,F,basic,14.11
183,31/05/2024,Mexico,38.0,F,basic,14.27
184,12/01/2022,United Kingdom,,F,basic,10.52
185,28/11/2023,Germany,,M,Premium,35.57
186,09/01/2024,Germany,66.0,M,basic,14.03
187,28/04/2022,Brazil,18.0,,basic,10.63
188,30/11/2023,Canada,42.0,M,Premium,30.99
189,25/06/2024,Brazil,68.0,F,basic,14.07
190,04/07/2023,UK,53.0,M,ENTERPRISE,179.66
191,08/02/2024,Brazil,34.0,M,basic,12.23
192,01/10/2022,Germany,58.0,M,ENTERPRISE,110.96
193,27/02/2024,Canada,41.0,F,basic,12.57
194,19/10/2023,US,,M,basic,11.96
195,15/12/2022,Britain,57.0,F,Premium,35.18
196,25/04/2022,Australia,32.0,F,Premium,34.39
197,28/10/2022,United States,49.0,F,Premium,35.68
198,22/03/2023,Italy,56.0,F,basic,13.63
199,11/06/2022,Brazil,23.0,M,ENTERPRISE,177.48
200,10/04/2023,Mexico,18.0,M,basic,13.23
201,04/01/2022,France,64.0,M,basic,10.98
202,10/01/2024,United Kingdom,40.0,F,basic,11.98
203,15/06/2024,Britain,56.0,F,Premium,30.7
204,07/01/2024,Australia,34.0,M,Premium,34.51
205,27/09/2022,Australia,51.0,M,basic,14.84
206,28/05/2023,Australia,58.0,F,basic,13.2
207,20/02/2024,Australia,46.0,M,basic,10.76
208,02/07/2022,UK,26.0,F,basic,11.33
209,04/06/2023,Mexico,30.0,M,basic,10.31
210,19/04/2022,Mexico,23.0,Other,Premium,31.81
211,10/06/2024,Canada,23.0,M,Premium,34.87
212,03/10/2023,Italy,37.0,M,ENTERPRISE,134.48
213,02/11/2022,Germany,69.0,M,basic,11.01
214,11/05/2024,Australia,70.0,M,basic,10.72
215,17/10/2023,France,20.0,M,basic,13.27
216,04/06/2023,Germany,34.0,M,Premium,35.57
217,16/09/2023,Mexico,66.0,F,basic,14.2
218,23/07/2022,USA,29.0,M,ENTERPRISE,118.32
219,06/06/2022,USA,65.0,F,Premium,38.47
220,18/01/2023,France,64.0,M,basic,12.88
221,20/02/2024,Canada,62.0,F,basic,11.32
222,15/06/2022,Mexico,18.0,F,Premium,32.73
223,07/07/2023,France,34.0,M,Premium,33.89
224,08/03/2024,UK,20.0,M,basic,12.29
225,28/06/2023,Brazil,43.0,M,basic,10.4
226,01/01/2022,France,32.0,M,basic,14.2
227,06/09/2023,US,53.0,F,Premium,31.21
228,28/11/2022,Germany,49.0,F,basic,12.41
229,16/05/2023,Britain,49.0,F,basic,11.9
230,20/01/2022,Spain,21.0,F,basic,12.55
231,25/04/2022,Canada,35.0,Other,ENTERPRISE,188.74
232,07/01/2023,France,66.0,F,basic,14.94
233,18/06/2024,Mexico,36.0,F,Premium,30.19
234,01/05/2024,United Kingdom,60.0,F,basic,11.96
235,06/04/2024,USA,69.0,M,basic,14.08
236,11/11/2022,US,52.0,,basic,11.62
237,03/09/2022,Italy,57.0,F,basic,13.24
238,01/03/2022,Australia,31.0,M,Premium,39.91
239,04/09/2022,Spain,50.0,M,basic,13.22
240,18/06/2024,Canada,31.0,M,basic,10.55
241,04/08/2023,Britain,51.0,M,basic,14.2
242,22/03/2022,Spain,21.0,F,Premium,39.66
243,29/03/2022,France,41.0,M,basic,13.55
244,20/01/2024,UK,46.0,F,basic,12.09
245,13/05/2023,USA,36.0,F,basic,14.73
246,15/04/2024,Mexico,23.0,M,ENTERPRISE,196.85
247,12/03/2022,USA,50.0,,basic,14.67
248,18/02/2024,Italy,66.0,F,Premium,34.11
249,30/06/2023,UK,57.0,M,basic,13.94
250,24/02/2024,Australia,36.0,M,basic,13.26
251,09/05/2022,Mexico,70.0,M,basic,10.89
252,12/05/2022,Germany,18.0,F,basic,12.67
253,07/11/2023,United States,22.0,F,Premium,37.47
254,02/05/2023,US,44.0,M,basic,14.47
255,17/07/2023,USA,33.0,M,basic,14.3
256,19/06/2022,United Kingdom,23.0,M,Premium,31.54
257,29/09/2022,USA,57.0,F,basic,12.43
258,25/06/2023,Spain,30.0,M,basic,12.38
259,12/06/2024,USA,65.0,F,Premium,38.98
260,14/09/2023,Canada,52.0,M,basic,10.0
261,10/03/2023,USA,36.0,F,Premium,37.38
262,05/08/2022,United States,,F,basic,13.08
263,07/07/2023,United States,33.0,F,basic,14.6
264,13/02/2024,Australia,60.0,M,basic,12.27
265,18/01/2024,Britain,27.0,F,Premium,36.57
266,08/12/2023,Germany,42.0,M,basic,14.85
267,25/07/2022,United Kingdom,37.0,M,basic,13.71
268,01/01/2024,USA,48.0,F,Premium,30.66
269,16/11/2022,USA,21.0,F,basic,10.83
270,13/02/2023,US,61.0,F,Premium,38.2
271,19/11/2023,Mexico,40.0,M,basic,11.66
272,28/10/2023,United States,19.0,F,basic,13.52
273,18/01/2023,United Kingdom,39.0,F,basic,13.49
274,25/03/2023,Australia,68.0,F,basic,14.96
275,14/06/2023,Italy,54.0,F,Premium,34.69
276,08/04/2023,Britain,25.0,F,Premium,37.37
277,04/05/2022,Germany,24.0,M,Premium,30.48
278,11/09/2022,UK,31.0,,Premium,34.62
279,19/08/2022,Germany,20.0,F,basic,10.92
280,07/03/2022,Canada,67.0,Other,ENTERPRISE,184.05
281,13/12/2022,Spain,33.0,M,ENTERPRISE,183.98
282,22/01/2022,Canada,36.0,M,basic,11.17
283,26/08/2023,USA,,M,basic,11.58
284,22/07/2023,Britain,35.0,F,Premium,37.01
285,24/08/2022,Spain,69.0,F,basic,13.68
286,26/08/2023,United Kingdom,33.0,M,Premium,36.57
287,14/08/2022,UK,25.0,F,basic,14.97
288,08/01/2022,United States,50.0,,basic,14.33
289,14/03/2022,Britain,66.0,F,basic,12.08
290,26/12/2023,Britain,29.0,M,basic,11.62
291,09/10/2023,Canada,70.0,F,basic,12.97
292,02/03/2022,USA,28.0,M,basic,14.08
293,23/08/2022,France,22.0,F,basic,12.37
294,11/03/2022,Australia,44.0,M,Premium,37.37
295,02/02/2022,Canada,29.0,M,basic,10.09
296,30/05/2024,Britain,34.0,F,Premium,39.25
297,05/12/2022,Brazil,23.0,M,basic,13.86
298,14/03/2022,US,50.0,M,Premium,33.93
299,11/06/2023,UK,22.0,,ENTERPRISE,138.39
300,01/09/2022,Australia,45.0,F,basic,10.5
301,13/10/2022,Canada,,F,ENTERPRISE,181.61
302,17/11/2023,UK,22.0,M,basic,13.83
303,13/05/2023,US,50.0,M,basic,13.14
304,08/08/2022,Italy,67.0,M,Premium,31.0
305,07/07/2023,US,65.0,M,basic,11.3
306,16/05/2022,US,58.0,F,basic,12.28
307,11/01/2024,UK,36.0,M,basic,11.32
308,22/06/2024,Germany,39.0,M,Premium,34.33
309,08/08/2023,UK,22.0,M,Premium,32.25
310,14/08/2023,France,19.0,M,basic,11.74
311,30/04/2023,USA,47.0,F,ENTERPRISE,165.22
312,06/09/2022,Spain,64.0,F,Premium,38.91
313,14/03/2024,Germany,56.0,M,ENTERPRISE,138.49
314,30/04/2023,United States,21.0,M,basic,13.45
315,06/04/2024,Spain,50.0,M,Premium,31.34
316,21/02/2023,USA,30.0,F,Premium,35.4
317,14/07/2022,Canada,37.0,F,basic,14.6
318,07/04/2022,Australia,24.0,M,ENTERPRISE,102.78
319,10/04/2022,France,32.0,F,basic,11.33
320,06/11/2023,France,40.0,F,basic,10.65
321,18/03/2023,United States,31.0,F,ENTERPRISE,153.3
322,29/12/2022,Germany,40.0,F,ENTERPRISE,167.95
323,10/03/2023,Mexico,36.0,M,basic,10.28
324,25/02/2023,Italy,46.0,,basic,10.34
325,24/04/2023,US,37.0,M,Premium,38.69
326,03/06/2024,Germany,46.0,F,ENTERPRISE,145.61
327,17/01/2024,Australia,41.0,Other,Premium,34.62
328,25/02/2022,Italy,35.0,M,Premium,39.44
329,21/11/2023,France,27.0,M,Premium,33.19
330,01/11/2023,UK,58.0,M,basic,14.48
331,24/10/2023,Australia,25.0,M,ENTERPRISE,197.42
332,11/04/2022,USA,43.0,M,basic,11.2
333,04/03/2022,United States,46.0,F,Premium,35.13
334,17/02/2023,USA,27.0,M,basic,12.66
335,16/01/2024,Mexico,34.0,M,basic,14.32
336,14/12/2022,Australia,19.0,F,Premium,33.03
337,30/03/2024,United Kingdom,,M,ENTERPRISE,179.79
338,01/06/2024,United Kingdom,22.0,M,Premium,39.7
339,22/04/2022,Canada,45.0,M,Premium,38.39
340,12/09/2022,Germany,58.0,F,basic,14.54
341,16/07/2022,France,22.0,F,Premium,37.07
342,14/07/2022,France,35.0,M,basic,14.51
343,04/07/2023,US,43.0,F,basic,10.81
344,05/04/2023,US,37.0,M,basic,13.55
345,24/05/2022,US,58.0,F,Premium,37.31
346,09/03/2023,UK,66.0,F,ENTERPRISE,143.91
347,07/07/2022,Spain,44.0,F,Premium,30.79
348,13/10/2022,Britain,66.0,,basic,13.1
349,19/04/2023,Spain,29.0,Other,basic,10.25
350,13/09/2022,USA,24.0,Other,basic,11.9
351,14/06/2024,Spain,20.0,F,basic,11.96
352,19/03/2022,UK,27.0,F,basic,14.98
353,30/03/2023,Canada,51.0,M,Premium,32.99
354,07/04/2024,USA,,M,ENTERPRISE,182.04
355,01/06/2024,Spain,52.0,M,basic,10.26
356,26/05/2024,UK,33.0,M,basic,12.64
357,18/07/2023,Britain,19.0,F,Premium,35.36
358,11/04/2022,Spain,41.0,F,Premium,36.28
359,21/02/2022,UK,27.0,F,Premium,38.09
360,30/10/2023,Mexico,55.0,M,basic,13.8
361,08/07/2023,US,39.0,M,basic,13.8
362,06/05/2024,Mexico,43.0,F,ENTERPRISE,143.22
363,16/01/2022,France,60.0,M,basic,13.63
364,06/04/2022,US,56.0,M,Premium,34.9
365,11/02/2024,France,44.0,Other,basic,10.32
366,19/05/2024,Brazil,46.0,F,basic,14.44
367,31/08/2022,United States,64.0,M,Premium,38.89
368,20/06/2022,Mexico,55.0,F,basic,11.6
369,21/02/2023,United States,37.0,F,Premium,39.13
370,13/05/2023,United States,44.0,F,basic,13.78
371,08/05/2023,Britain,58.0,F,ENTERPRISE,140.07
372,07/08/2022,US,37.0,M,basic,11.65
373,04/06/2024,Brazil,61.0,F,basic,14.87
374,15/02/2023,France,36.0,M,basic,13.55
375,02/03/2022,UK,37.0,M,Premium,33.78
376,18/06/2022,USA,52.0,F,Premium,36.41
377,24/01/2023,UK,64.0,F,basic,12.85
378,03/01/2022,USA,19.0,F,basic,12.61
379,04/02/2023,Mexico,47.0,,Premium,36.44
380,29/09/2022,United Kingdom,,F,Premium,35.37
381,13/03/2024,UK,51.0,F,Premium,36.54
382,14/03/2024,Spain,39.0,F,Premium,39.07
383,11/04/2023,Spain,20.0,,basic,14.96
384,20/10/2022,Germany,23.0,M,basic,13.54
385,10/03/2023,US,32.0,M,basic,14.63
386,15/12/2023,USA,,M,ENTERPRISE,185.83
387,19/01/2024,USA,27.0,F,basic,11.47
388,13/03/2024,Australia,26.0,F,basic,14.65
389,24/07/2023,Canada,50.0,Other,ENTERPRISE,107.07
390,09/11/2023,US,49.0,F,basic,11.64
391,06/01/2024,Britain,65.0,F,Premium,36.39
392,14/05/2023,Germany,23.0,M,Premium,35.26
393,08/06/2022,Britain,58.0,M,ENTERPRISE,154.23
394,14/07/2022,Mexico,53.0,M,basic,13.96
395,31/10/2022,Mexico,19.0,F,basic,10.96
396,11/08/2022,Britain,46.0,M,ENTERPRISE,198.2
397,01/03/2022,Britain,21.0,F,basic,12.18
398,17/08/2023,Brazil,18.0,,basic,14.74
399,24/01/2024,US,36.0,M,Premium,33.82
400,10/07/2023,Britain,,M,basic,13.0
401,04/03/2022,Spain,42.0,F,ENTERPRISE,145.02
402,05/02/2024,Canada,27.0,M,Premium,36.75
403,18/11/2022,Canada,70.0,F,basic,10.91
404,28/02/2022,United States,32.0,F,basic,11.99
405,21/02/2022,United Kingdom,39.0,F,basic,10.33
406,22/08/2023,Mexico,68.0,F,basic,12.98
407,04/05/2023,USA,65.0,F,Premium,39.62
408,30/05/2023,Australia,38.0,Other,basic,10.22
409,23/05/2024,USA,39.0,M,basic,13.29
410,28/06/2023,United Kingdom,53.0,F,ENTERPRISE,177.5
411,11/06/2022,Australia,,M,basic,11.06
412,28/02/2022,Brazil,47.0,M,basic,11.36
413,05/06/2023,US,42.0,M,ENTERPRISE,120.15
414,24/03/2022,UK,,F,basic,11.48
415,21/05/2024,US,45.0,M,ENTERPRISE,111.0
416,10/07/2022,USA,18.0,M,Premium,33.69
417,12/03/2022,USA,66.0,Other,Premium,33.68
418,02/09/2023,Australia,62.0,,Premium,38.06
419,11/03/2022,Australia,21.0,F,basic,13.99
420,23/11/2023,Mexico,24.0,F,Premium,37.96
421,01/06/2024,Brazil,66.0,Other,Premium,35.66
422,29/08/2022,Mexico,26.0,F,basic,11.62
423,18/02/2023,United Kingdom,53.0,M,basic,12.04
424,03/05/2022,Britain,36.0,F,Premium,33.17
425,30/06/2024,US,18.0,F,basic,12.9
426,07/08/2023,Australia,27.0,M,Premium,39.37
427,10/09/2022,France,53.0,,Premium,32.83
428,16/08/2023,United Kingdom,26.0,M,basic,12.28
429,01/09/2023,Spain,62.0,F,basic,13.27
430,10/02/2022,Brazil,63.0,M,basic,14.21
431,27/09/2023,USA,59.0,Other,basic,11.26
432,25/03/2022,Mexico,49.0,F,basic,11.39
433,06/03/2023,United Kingdom,49.0,F,Premium,38.84
434,05/11/2023,US,23.0,F,Premium,30.79
435,21/08/2023,Australia,65.0,M,Premium,36.04
436,02/08/2023,USA,55.0,M,Premium,38.59
437,20/06/2023,UK,,M,basic,14.6
438,20/11/2022,Brazil,27.0,F,Premium,30.12
439,25/09/2022,United Kingdom,67.0,M,basic,11.84
440,29/07/2022,Germany,44.0,M,basic,11.28
441,17/11/2023,USA,67.0,M,basic,12.83
442,04/01/2024,US,52.0,F,basic,13.15
443,18/11/2022,United States,69.0,,basic,14.99
444,02/09/2022,France,38.0,F,basic,12.55
445,29/09/2022,Italy,42.0,M,basic,12.75
446,10/02/2023,Britain,45.0,F,ENTERPRISE,141.42
447,15/05/2022,Italy,64.0,M,basic,10.73
448,19/11/2023,US,32.0,F,Premium,33.02
449,23/10/2023,Spain,21.0,F,basic,11.22
450,04/11/2022,Mexico,46.0,M,basic,14.0
451,14/04/2023,Spain,,F,basic,12.72
452,20/11/2022,United States,44.0,F,basic,11.47
453,09/02/2024,Britain,43.0,F,Premium,34.88
454,16/03/2022,Germany,36.0,F,basic,11.08
455,10/01/2022,United States,45.0,M,basic,10.92
456,15/04/2023,Canada,34.0,F,basic,14.29
457,29/09/2023,Italy,60.0,Other,basic,14.71
458,31/07/2023,United States,58.0,F,Premium,30.79
459,13/04/2022,Italy,59.0,F,basic,13.81
460,17/03/2022,USA,67.0,M,basic,12.26
461,05/07/2023,Spain,37.0,F,basic,11.93
462,07/08/2022,USA,62.0,F,basic,13.44
463,03/06/2023,France,57.0,M,basic,11.32
464,29/09/2022,Canada,56.0,F,basic,10.09
465,16/05/2022,Britain,66.0,F,basic,11.06
466,24/12/2022,Germany,70.0,M,Premium,31.84
467,21/06/2024,Brazil,40.0,M,Premium,30.33
468,12/03/2022,Italy,64.0,F,basic,11.6
469,19/06/2024,Germany,49.0,M,basic,12.36
470,08/09/2022,Italy,69.0,M,basic,13.67
471,14/01/2023,US,,M,Premium,33.25
472,19/10/2022,United States,50.0,M,basic,10.96
473,11/06/2022,France,63.0,F,ENTERPRISE,123.05
474,25/03/2023,Spain,22.0,M,basic,14.45
475,03/05/2024,Brazil,60.0,F,basic,11.01
476,11/07/2023,Australia,65.0,F,Premium,38.78
477,22/12/2023,Italy,51.0,F,basic,12.23
478,06/11/2022,Germany,57.0,M,basic,14.66
479,19/09/2023,France,28.0,F,basic,12.03
480,06/04/2024,UK,67.0,M,basic,10.88
481,01/11/2023,Brazil,20.0,M,Premium,35.48
482,26/06/2023,UK,50.0,F,Premium,35.87
483,09/01/2022,USA,28.0,F,basic,13.17
484,15/11/2023,Spain,33.0,F,basic,12.05
485,16/04/2024,Mexico,35.0,Other,basic,10.23
486,22/07/2023,Mexico,47.0,,Premium,36.26
487,03/11/2022,Australia,65.0,F,basic,14.66
488,11/11/2023,US,,F,basic,14.78
489,17/04/2022,Germany,35.0,M,basic,12.97
490,18/06/2024,Australia,55.0,M,basic,10.09
491,18/05/2022,United States,36.0,F,Premium,31.05
492,28/09/2022,United States,53.0,F,Premium,38.33
493,29/04/2022,Germany,30.0,M,basic,14.14
494,30/06/2024,Britain,63.0,M,Premium,39.45
495,20/04/2022,US,20.0,M,basic,12.81
496,31/01/2024,France,27.0,F,basic,14.31
497,21/07/2023,Italy,55.0,F,basic,14.11
498,09/06/2022,Mexico,18.0,F,basic,12.94
499,06/10/2022,Brazil,44.0,F,Premium,37.83
500,16/10/2022,Britain,63.0,F,ENTERPRISE,112.56
501,12/09/2023,Italy,25.0,M,basic,13.19
502,04/08/2022,Italy,68.0,M,basic,14.76
503,05/01/2024,Britain,63.0,M,basic,10.8
504,18/12/2022,USA,59.0,F,Premium,37.43
505,28/07/2022,UK,34.0,,Premium,33.2
506,05/12/2023,Italy,26.0,F,basic,14.08
507,12/10/2023,Britain,,F,Premium,36.96
508,23/05/2024,Britain,60.0,M,Premium,39.25
509,28/09/2022,Canada,42.0,F,basic,13.55
510,02/06/2023,Australia,56.0,F,basic,12.04
511,16/05/2023,United Kingdom,66.0,M,Premium,30.1
512,15/09/2022,USA,45.0,M,basic,13.95
513,16/05/2024,Spain,50.0,F,basic,12.03
514,22/02/2022,United Kingdom,54.0,M,basic,13.34
515,05/04/2022,Australia,26.0,M,basic,10.52
516,12/10/2023,Australia,35.0,F,Premium,38.9
517,10/03/2023,Australia,38.0,F,basic,12.17
518,29/04/2024,United Kingdom,19.0,F,basic,14.59
519,11/10/2022,Germany,60.0,F,basic,13.53
520,15/02/2022,UK,55.0,F,Premium,31.2
521,04/01/2022,Britain,57.0,M,basic,12.89
522,08/12/2022,Brazil,53.0,F,basic,14.54
523,29/02/2024,UK,67.0,M,basic,13.99
524,14/05/2022,Mexico,60.0,M,Premium,34.17
525,15/10/2023,US,54.0,F,Premium,39.54
526,26/09/2022,Germany,32.0,F,Premium,32.68
